GOCCID	Pvalue	OddsRatio	ExpCount	Count	Size	Term
GO:0005634	4.15605569791568e-12	2.0466335007728	160.796351556782	234	6704	nucleus
GO:0044424	4.15605569791568e-12	2.7096954044193	320.297505771071	379	13354	intracellular part
GO:0043231	4.15605569791568e-12	2.17043696172339	252.15573447441	322	10513	intracellular membrane-bounded organelle
GO:0005622	6.19782978501949e-11	2.62202124899286	328.500422273521	382	13696	intracellular
GO:0043227	8.9527926457104e-09	1.96461818395257	280.482180057429	336	11694	membrane-bounded organelle
GO:0043229	1.08083676646758e-08	1.93515758435879	276.572602893981	332	11531	intracellular organelle
GO:0000502	6.60240666927579e-07	8.0752688172043	1.77490006193345	12	74	proteasome complex
GO:0043226	8.303204652969e-07	1.82989956792173	301.828951072575	347	12584	organelle
GO:0000421	5.56789221874274e-06	15.2257254113805	0.623613535273915	7	26	autophagosome membrane
GO:0044428	1.60797618726605e-05	1.62853068984248	91.4313383255447	130	3812	nuclear part
GO:0005776	1.84454945622385e-05	6.69703784119107	1.7269297899893	10	72	autophagosome
GO:0008540	1.84454945622385e-05	25.7229809976247	0.311806767636957	5	13	proteasome regulatory particle, base subcomplex
GO:0022624	3.42870250187198e-05	13.7436507936508	0.575643263329767	6	24	proteasome accessory complex
GO:0005623	6.67302594904665e-05	2.19263406526113	379.204999718484	403	15810	cell
GO:0044464	7.97428775070261e-05	2.14142810670137	378.293564551546	402	15772	cell part
GO:0044446	0.000175665942826081	1.44394040997725	185.980744327459	224	7754	intracellular organelle part
GO:0005838	0.000175665942826081	12.8555522565321	0.503687855413547	5	21	proteasome regulatory particle
GO:0000407	0.0002388833384796	8.52512315270936	0.839479759022578	6	35	pre-autophagosomal structure
GO:0031981	0.00026083819680567	1.51328811308316	82.7966893755982	113	3452	nuclear lumen
GO:0044422	0.000316107039502355	1.41507979343532	191.017622881594	227	7964	organelle part
GO:0031595	0.000552583024503457	30.7287234042553	0.167895951804516	3	7	nuclear proteasome complex
GO:0005654	0.000741086970210244	1.4964550005679	68.405607792354	94	2852	nucleoplasm
GO:0005737	0.000743493890564371	1.39481048166393	248.509993806655	281	10361	cytoplasm
GO:0043233	0.000847371399064871	1.42222459603858	99.5143291481336	128	4149	organelle lumen
GO:0031974	0.000938453721041506	1.41380173854401	100.809526490626	129	4203	membrane-enclosed lumen
GO:0070013	0.000938453721041506	1.4162421185372	98.1231912617533	126	4091	intracellular organelle lumen
