GOBPID	Pvalue	OddsRatio	ExpCount	Count	Size	Term
GO:0070252	5.17342637312923e-05	19.01083172147	0.368892114175133	6	61	actin-mediated cell contraction
GO:0044085	6.3828819614487e-05	2.8347718865598	14.9129172714078	33	2466	cellular component biogenesis
GO:0030048	8.50801911475863e-05	14.1132834962622	0.483792936623125	6	80	actin filament-based movement
GO:0006396	8.89817371267403e-05	3.9726443768997	4.644412191582	16	768	RNA processing
GO:0006397	8.89817371267403e-05	5.03978584925467	2.69109820996613	12	445	mRNA processing
GO:0071822	0.000115287339602803	2.89891838741396	10.4015481373972	25	1720	protein complex subunit organization
GO:0043933	0.000125707788985048	2.58204231217724	14.9189646831156	31	2467	macromolecular complex subunit organization
GO:0000377	0.000125707788985048	6.08185350770902	1.64489598451863	9	272	RNA splicing, via transesterification reactions with bulged adenosine as nucleophile
GO:0000398	0.000125707788985048	6.08185350770902	1.64489598451863	9	272	mRNA splicing, via spliceosome
GO:0000375	0.000125707788985048	6.01214574898785	1.66303821964199	9	275	RNA splicing, via transesterification reactions
GO:0022607	0.000143540300343082	2.57523630672926	13.7820512820513	29	2279	cellular component assembly
GO:0065003	0.000144908474821417	2.89532697140648	8.95621673923561	22	1481	macromolecular complex assembly
GO:0008380	0.000196669721121487	4.90598290598291	2.26173197871311	10	374	RNA splicing
GO:0071840	0.000246734056448687	2.13368229572707	36.5324141267537	55	6041	cellular component organization or biogenesis
GO:0006461	0.000246734056448687	2.93075067404569	7.48064828253507	19	1237	protein complex assembly
GO:0070271	0.000246734056448687	2.93075067404569	7.48064828253507	19	1237	protein complex biogenesis
GO:0003383	0.00036767376901027	167.69387755102	0.0241896468311563	2	4	apical constriction
GO:0016043	0.00049177281859483	2.0340962709699	35.7704402515723	53	5915	cellular component organization
GO:0016071	0.000520734838004238	3.56210621062106	3.73730043541364	12	618	mRNA metabolic process
GO:0051259	0.000520734838004238	4.08710089399745	2.69109820996613	10	445	protein oligomerization
GO:0032446	0.000561046680229405	3.1568469040337	4.95887760038703	14	820	protein modification by small protein conjugation
GO:0014883	0.000704682998419203	83.8367346938775	0.0362844702467344	2	6	transition between fast and slow fiber
GO:0014808	0.000845207242036632	19.5202220459952	0.175374939525883	3	29	release of sequestered calcium ion into cytosol by sarcoplasmic reticulum
GO:1903514	0.000845207242036632	19.5202220459952	0.175374939525883	3	29	calcium ion transport from endoplasmic reticulum to cytosol
GO:0006139	0.000883525200440921	1.93885780533293	33.2305273343009	49	5495	nucleobase-containing compound metabolic process
GO:0030029	0.000912491326831703	3.40930141670738	3.54378326076439	11	586	actin filament-based process
GO:0031400	0.000912491326831703	3.39096458147039	3.56192549588776	11	589	negative regulation of protein modification process
GO:0090304	0.000912491326831703	1.93861120429386	29.7714078374456	45	4923	nucleic acid metabolic process
GO:0051260	0.000989720504841519	4.83393070489845	1.56627963231737	7	259	protein homooligomerization
