GOCCID	Pvalue	OddsRatio	ExpCount	Count	Size	Term
GO:0044428	1.54519959556476e-10	2.55613722057635	52.1544958054164	99	3812	nuclear part
GO:0043231	3.88430766194381e-10	2.62519021754618	143.835313326952	192	10513	intracellular membrane-bounded organelle
GO:0043227	4.28992956622715e-10	2.83095730011773	159.993356229942	205	11694	membrane-bounded organelle
GO:0005634	1.21006156654862e-09	2.26827118202848	91.7218625077417	140	6704	nucleus
GO:0043226	3.98379103600106e-09	2.84448755253799	172.170035470976	212	12584	organelle
GO:0031981	1.081721025321e-08	2.30304544129947	47.2290974607286	86	3452	nuclear lumen
GO:0043229	1.081721025321e-08	2.46890142155762	157.763245312764	199	11531	intracellular organelle
GO:0044424	2.06754883717881e-08	2.90887941534714	182.70491526378	218	13354	intracellular part
GO:0043233	6.23206681388234e-08	2.13182842437899	56.7652159225269	95	4149	organelle lumen
GO:0070013	6.23206681388234e-08	2.1341072918783	55.9716795225494	94	4091	intracellular organelle lumen
GO:0031974	1.0509974679618e-07	2.09536764125372	57.5040256742301	95	4203	membrane-enclosed lumen
GO:0005622	1.85078880585289e-07	2.73607813311568	187.384043691234	219	13696	intracellular
GO:0005654	6.13079945044517e-07	2.14325785499682	39.0201002195822	70	2852	nucleoplasm
GO:0044446	1.94673711101813e-06	1.86138615162265	106.087607679748	143	7754	intracellular organelle part
GO:0044422	3.19102523048312e-06	1.83534482983627	108.960756714149	145	7964	organelle part
GO:0044451	4.59651965636275e-05	2.74722765818656	9.52243679972974	24	696	nucleoplasm part
GO:0005838	0.000226773231202683	17.2296332759045	0.287314903440122	4	21	proteasome regulatory particle
GO:0008541	0.000226773231202683	Inf	0.0273633241371544	2	2	proteasome regulatory particle, lid subcomplex
GO:0044464	0.000226773231202683	2.68454428454428	215.7871741456	232	15772	cell part
GO:0005623	0.000309082593660682	2.6265479288974	216.307077304206	232	15810	cell
GO:0022624	0.000320733047703027	14.6426778242678	0.328359889645853	4	24	proteasome accessory complex
GO:0048188	0.000402329617172374	27.359375	0.150498282754349	3	11	Set1C/COMPASS complex
GO:0000502	0.000525361275358774	6.49664929262844	1.01244299307471	6	74	proteasome complex
