GOCCID	Pvalue	OddsRatio	ExpCount	Count	Size	Term
GO:0043228	2.55045433736846e-08	2.66063075422734	35.060525871291	69	3663	non-membrane-bounded organelle
GO:0043232	2.55045433736846e-08	2.66063075422734	35.060525871291	69	3663	intracellular non-membrane-bounded organelle
GO:0044424	4.3000534801131e-08	4.02106539365007	127.818253476719	157	13354	intracellular part
GO:0005622	4.3000534801131e-08	4.32878239438038	131.091717808682	159	13696	intracellular
GO:0005634	2.05735501587754e-07	2.31922892388395	64.167558132988	99	6704	nucleus
GO:0044428	1.7282184279378e-06	2.28718848094349	36.486684308316	65	3812	nuclear part
GO:0031981	6.51874978673081e-06	2.2241923621234	33.0409323799336	59	3452	nuclear lumen
GO:0043233	0.000102408265345875	1.94604553501585	39.7122909746073	63	4149	organelle lumen
GO:0005654	0.000102408265345875	2.07483454549706	27.2980124992962	48	2852	nucleoplasm
GO:0070013	0.000102408265345875	1.93238833273581	39.1571420528123	62	4091	intracellular organelle lumen
GO:0005737	0.000102408265345875	1.93648784672819	99.1706548054727	124	10361	cytoplasm
GO:0005829	0.000102408265345875	2.01044507094329	30.0737571082709	51	3142	cytosol
GO:0031974	0.000102408265345875	1.91298252742787	40.2291537638646	63	4203	membrane-enclosed lumen
GO:0044430	0.000102408265345875	2.43713638883277	13.381003321885	29	1398	cytoskeletal part
GO:0044464	0.000118241819978608	4.19504068687128	150.962220595687	165	15772	cell part
GO:0044422	0.000128584189166364	1.81095462697241	76.2276898823264	101	7964	organelle part
GO:1990617	0.000128584189166364	Inf	0.0191430662687912	2	2	CHOP-ATF4 complex
GO:0005623	0.000134147039195104	4.10469798657718	151.325938854794	165	15810	cell
GO:0043229	0.000136253640150425	1.9530903951855	110.369348572715	133	11531	intracellular organelle
GO:0005856	0.000165364985571455	2.15249622970406	18.4347728168459	35	1926	cytoskeleton
GO:0044446	0.000181800338506243	1.76627989666783	74.2176679241034	98	7754	intracellular organelle part
GO:0000176	0.000388910043790203	26.3158682634731	0.143572997015934	3	15	nuclear exosome (RNase complex)
GO:0043226	0.000388910043790203	1.9301939354977	120.448172963234	140	12584	organelle
GO:0005730	0.000396190772380749	2.59672702687292	7.96351556781713	19	832	nucleolus
