GOBPID	Pvalue	OddsRatio	ExpCount	Count	Size	Term
GO:0002429	0.000213877149932133	8.36335403726708	1.11756168359942	8	330	immune response-activating cell surface receptor signaling pathway
GO:0002757	0.000218320228569868	6.55155482815057	1.61538461538462	9	477	immune response-activating signal transduction
GO:0002253	0.000320451438478578	5.88894354937892	1.78809869375907	9	528	activation of immune response
GO:0016567	0.000518309337016289	4.78625212533398	2.45863570391872	10	726	protein ubiquitination
GO:0031398	0.000518309337016289	9.4622345979812	0.589259796806967	5	174	positive regulation of protein ubiquitination
GO:0002764	0.000518309337016289	4.72400079538676	2.20464441219158	9	651	immune response-regulating signaling pathway
GO:0051443	0.000518309337016289	13.7023411371237	0.32510885341074	4	96	positive regulation of ubiquitin-protein transferase activity
GO:0002768	0.000518309337016289	5.24015748031496	1.74746008708273	8	516	immune response-regulating cell surface receptor signaling pathway
GO:0050778	0.000518309337016289	4.64860984205717	2.2385099177552	9	661	positive regulation of immune response
GO:0051351	0.000518309337016289	12.9920697858842	0.34204160619255	4	101	positive regulation of ligase activity
GO:0032446	0.000518309337016289	4.20558239398819	2.77697145621674	10	820	protein modification by small protein conjugation
GO:1903322	0.00052462437607428	8.77935789700496	0.633284954039671	5	187	positive regulation of protein modification by small protein conjugation or removal
GO:0050852	0.00079497163705494	10.9464882943144	0.402999516207063	4	119	T cell receptor signaling pathway
GO:0000209	0.00079497163705494	7.70720848725964	0.717948717948718	5	212	protein polyubiquitination
GO:0031650	0.000857846461215638	55.4511784511784	0.0440251572327044	2	13	regulation of heat generation
