GOCCID	Pvalue	OddsRatio	ExpCount	Count	Size	Term
GO:0005829	1.24454884914512e-08	4.69510624597553	12.7371206576206	36	3142	cytosol
GO:0044444	1.2913609541584e-05	3.38067620286086	31.3847193288666	52	7742	cytoplasmic part
GO:0005737	3.48001665279366e-05	3.58605960586351	42.0016890940825	60	10361	cytoplasm
GO:0031988	3.48001665279366e-05	3.10270502301099	14.176228815945	31	3497	membrane-bounded vesicle
GO:0000439	3.48001665279366e-05	128.13768115942	0.0364844321828726	3	9	core TFIIH complex
GO:0031982	5.73660184424611e-05	2.97253632698022	14.6667417375148	31	3618	vesicle
GO:0032807	7.64005296407751e-05	Inf	0.00810765159619391	2	2	DNA ligase IV complex
GO:0090575	0.000151201410622854	14.5928689883914	0.385113450819211	5	95	RNA polymerase II transcription factor complex
GO:0033178	0.000151201410622854	54.8913043478261	0.0689150385676482	3	17	proton-transporting two-sector ATPase complex, catalytic domain
GO:0030669	0.000151201410622854	23.0640522875817	0.198637464106751	4	49	clathrin-coated endocytic vesicle membrane
GO:0005622	0.000213900401570192	5.06582036982683	55.5211981307359	68	13696	intracellular
GO:0044424	0.000225051443124624	4.43943704372695	54.1347897077867	67	13354	intracellular part
GO:0045334	0.000226584160038635	19.2102396514161	0.235121896289623	4	58	clathrin-coated endocytic vesicle
GO:0005958	0.000227998763424317	252.671428571429	0.0162153031923878	2	4	DNA-dependent protein kinase-DNA ligase 4 complex
GO:0044798	0.000265299974416675	11.3053268142048	0.490512921569731	5	121	nuclear transcription factor complex
GO:0065010	0.000265299974416675	2.72556528081692	11.2128821575362	24	2766	extracellular membrane-bounded organelle
GO:0070062	0.000265299974416675	2.72556528081692	11.2128821575362	24	2766	extracellular exosome
GO:0043230	0.000265299974416675	2.71034482758621	11.2655818929114	24	2779	extracellular organelle
GO:1903561	0.000265299974416675	2.71034482758621	11.2655818929114	24	2779	extracellular vesicle
GO:0005672	0.000265299974416675	168.438095238095	0.0202691289904848	2	5	transcription factor TFIIA complex
GO:0045261	0.000378004895272261	126.321428571429	0.0243229547885817	2	6	proton-transporting ATP synthase complex, catalytic core F(1)
GO:0030665	0.000472845907393023	13.4545454545455	0.328359889645853	4	81	clathrin-coated vesicle membrane
GO:0070419	0.000472845907393023	101.051428571429	0.0283767805866787	2	7	nonhomologous end joining complex
GO:0030117	0.000472845907393023	13.1124348473567	0.336467541242047	4	83	membrane coat
GO:0048475	0.000472845907393023	13.1124348473567	0.336467541242047	4	83	coated membrane
GO:0044421	0.000557639625952003	2.38636363636364	15.2099543944598	28	3752	extracellular region part
GO:0043234	0.0005691416027073	2.33690964915307	16.9085074038624	30	4171	protein complex
GO:0030119	0.000573595764551249	21.9304347826087	0.154045380327684	3	38	AP-type membrane coat adaptor complex
GO:0016591	0.000795311252191327	10.8941176470588	0.401328754011598	4	99	DNA-directed RNA polymerase II, holoenzyme
GO:0043227	0.000840875920755829	2.60228640192539	47.4054388829458	60	11694	membrane-bounded organelle
GO:0032797	0.000897706556796761	56.1269841269841	0.0445920837790665	2	11	SMN complex
GO:0097504	0.000897706556796761	56.1269841269841	0.0445920837790665	2	11	Gemini of coiled bodies
GO:0016469	0.000911363111557016	17.4357707509881	0.190529812510557	3	47	proton-transporting two-sector ATPase complex
