GOCCID	Pvalue	OddsRatio	ExpCount	Count	Size	Term
GO:0045095	3.89565386536328e-18	20.4872311827957	1.40853555543044	21	93	keratin filament
GO:0045111	4.04115928798068e-17	9.66442901234568	3.71065818366083	29	245	intermediate filament cytoskeleton
GO:0005882	5.79447454646214e-17	11.1000221778665	2.92308991610833	26	193	intermediate filament
GO:0001533	1.36578215165741e-05	11.9564494030143	0.696695005911829	7	46	cornified envelope
GO:0043226	0.000459449044479772	1.68844736264004	190.591520747706	216	12584	organelle
GO:0044430	0.000459449044479772	1.95128596893303	21.1734699622769	38	1398	cytoskeletal part
GO:0005634	0.000459449044479772	1.52992178164041	101.535724339846	129	6704	nucleus
GO:0005622	0.000459449044479772	1.76318705800363	207.433365238444	230	13696	intracellular
GO:0044424	0.000552641611158269	1.69935223204703	202.253589324925	225	13354	intracellular part
GO:0043229	0.000857192318760918	1.54535827744441	174.643263329767	199	11531	intracellular organelle
