GOMFID	Pvalue	OddsRatio	ExpCount	Count	Size	Term
GO:0005515	1.26863369909463e-58	16.7640561249876	248.551417052771	382	10431	protein binding
GO:0005488	2.3158197145412e-23	15.5233008274232	331.854624225284	391	13927	binding
GO:0008134	1.89270687943184e-05	2.69413737636469	12.1285275889043	30	509	transcription factor binding
GO:0019904	4.76369380612067e-05	2.43633180978314	14.2254046573199	32	597	protein domain specific binding
GO:0042802	8.74648793955547e-05	1.94680637127255	27.9027618990312	50	1171	identical protein binding
GO:0019899	8.74648793955547e-05	1.79662160090745	38.9828509537277	64	1636	enzyme binding
GO:0048027	0.000572340546823347	30.9522900763359	0.166797039533065	3	7	mRNA 5'-UTR binding
GO:0031490	0.000572340546823347	4.89842328684051	1.81093928635899	8	76	chromatin DNA binding
GO:0051059	0.000572340546823347	9.00700544868231	0.667188158132258	5	28	NF-kappaB binding
GO:0042803	0.000745359268488866	1.97770896563038	16.6558758048017	31	699	protein homodimerization activity
GO:0030332	0.000745359268488866	11.814139941691	0.428906673085023	4	18	cyclin binding
