GOBPID	Pvalue	OddsRatio	ExpCount	Count	Size	Term
GO:0006906	3.92310157327097e-16	22.1461925287356	1.19914126753749	19	79	vesicle fusion
GO:0090174	3.92310157327097e-16	18.966888966889	1.42682631833575	20	94	organelle membrane fusion
GO:0048284	2.02552844291793e-14	14.600468975469	1.76076439283986	20	116	organelle fusion
GO:0044801	1.2843771264483e-13	12.8488025735732	1.95809143686502	20	129	single-organism membrane fusion
GO:0061025	6.52724726266389e-13	10.6057553956835	2.42864054184809	21	160	membrane fusion
GO:0016050	1.86066551725514e-12	8.13236936955926	3.53670778906628	24	233	vesicle organization
GO:0048278	2.32352065254295e-08	14.5893790849673	0.941098209966134	11	62	vesicle docking
GO:0008104	5.28835679061231e-08	2.41738535788609	35.1545718432511	70	2316	protein localization
GO:0015031	5.28835679061231e-08	2.58199516454965	27.185595065312	59	1791	protein transport
GO:0045184	8.53101477636238e-08	2.5005027409322	29.0526124818578	61	1914	establishment of protein localization
GO:0022406	1.03571709029054e-07	11.8017195767196	1.12324625060474	11	74	membrane docking
GO:0044802	1.38989548501818e-07	3.19481547328879	12.8566158684083	36	847	single-organism membrane organization
GO:0034613	1.90451915939407e-07	2.60891379310345	22.7836840832124	51	1501	cellular protein localization
GO:0070727	2.05596855471683e-07	2.5951544269046	22.8899371069182	51	1508	cellular macromolecule localization
GO:0006886	2.54558895529913e-07	2.90072062583911	15.770984518626	40	1039	intracellular protein transport
GO:0033036	6.92978177177437e-07	2.17052124759043	40.391328011611	73	2661	macromolecule localization
GO:0061024	8.29841651203191e-07	2.82294455437861	15.2700774068699	38	1006	membrane organization
GO:0051649	9.07518223715348e-06	2.04247026750423	38.4180575713595	67	2531	establishment of localization in cell
GO:0042147	2.73492276791357e-05	9.21072796934866	1.00181422351234	8	66	retrograde transport, endosome to Golgi
GO:0051641	2.73492276791357e-05	1.92224764185543	43.8673197871311	72	2890	cellular localization
GO:0010256	3.54950202661366e-05	3.1497762235228	7.65021770682148	22	504	endomembrane system organization
GO:0046907	3.83269151978912e-05	2.10510492280029	26.882014997581	50	1771	intracellular transport
GO:0006015	4.5564395676802e-05	196.983870967742	0.0607160135462022	3	4	5-phosphoribose 1-diphosphate biosynthetic process
GO:0046391	4.5564395676802e-05	196.983870967742	0.0607160135462022	3	4	5-phosphoribose 1-diphosphate metabolic process
GO:0006112	4.84768339917311e-05	4.96609081808147	2.65632559264635	12	175	energy reserve metabolic process
GO:0071702	5.85945488698172e-05	1.90875398477793	38.5546686018384	64	2540	organic substance transport
GO:0016192	0.000102972914329974	2.18054087057527	19.823778422835	39	1306	vesicle-mediated transport
GO:0006903	0.000105589243945566	11.0537414965986	0.637518142235123	6	42	vesicle targeting
GO:0048193	0.000105589243945566	3.91606513931025	3.88582486695694	14	256	Golgi vesicle transport
GO:0035493	0.000118781539643584	26.3562753036437	0.212506047411708	4	14	SNARE complex assembly
GO:0051457	0.000118781539643584	26.3562753036437	0.212506047411708	4	14	maintenance of protein location in nucleus
GO:0006904	0.000142861550286044	10.2015698587127	0.683055152394775	6	45	vesicle docking involved in exocytosis
GO:0031629	0.000150347858753734	23.9587780640412	0.227685050798258	4	15	synaptic vesicle fusion to presynaptic membrane
GO:0006887	0.000161910608763531	3.20463101072519	5.73766328011611	17	378	exocytosis
GO:0006892	0.000218346984350129	5.37031434474616	1.83665940977262	9	121	post-Golgi vesicle-mediated transport
GO:0050427	0.00029806992382537	18.8212839791787	0.27322206095791	4	18	3'-phosphoadenosine 5'-phosphosulfate metabolic process
GO:0006470	0.000299970508395079	3.27535538545653	4.93317610062893	15	325	protein dephosphorylation
GO:0034035	0.000353436384307719	17.5654520917679	0.288401064344461	4	19	purine ribonucleoside bisphosphate metabolic process
GO:0005977	0.000369841314183655	6.55148926344955	1.18396226415094	7	78	glycogen metabolic process
GO:1902582	0.000372005263713721	1.94781767287556	23.7551402999516	42	1565	single-organism intracellular transport
GO:0006073	0.000372005263713721	6.46009790528233	1.19914126753749	7	79	cellular glucan metabolic process
GO:0044042	0.000372005263713721	6.46009790528233	1.19914126753749	7	79	glucan metabolic process
GO:0007009	0.000412616870276547	3.46125485767429	4.03761490082245	13	266	plasma membrane organization
GO:0072331	0.000413435526818717	4.29008405149484	2.51971456216739	10	166	signal transduction by p53 class mediator
GO:0006367	0.00048960117675946	3.37980597644463	4.12868892114175	13	272	transcription initiation from RNA polymerase II promoter
GO:0007049	0.000490702089877694	1.8802726810718	25.7739477503628	44	1698	cell cycle
GO:0051656	0.000507333179776724	3.17992868203839	4.72067005321722	14	311	establishment of organelle localization
GO:0072659	0.000508792049597383	3.80156786941581	3.11169569424286	11	205	protein localization to plasma membrane
GO:1990778	0.000515231125355665	3.78183760683761	3.12687469762941	11	206	protein localization to cell periphery
GO:0000278	0.000515231125355665	2.12230598218701	15.3156144170295	30	1009	mitotic cell cycle
GO:0006352	0.000515231125355665	3.14753867791842	4.76620706337687	14	314	DNA-templated transcription, initiation
GO:0051648	0.000576782262643109	3.70489949748744	3.18759071117562	11	210	vesicle localization
GO:0016197	0.000613733371035273	3.42918187483308	3.74921383647799	12	247	endosomal transport
GO:1903076	0.000654623356802148	6.73510895883777	0.986635220125786	6	65	regulation of protein localization to plasma membrane
GO:1904375	0.000654623356802148	6.73510895883777	0.986635220125786	6	65	regulation of protein localization to cell periphery
GO:0090161	0.000744348675509516	24.6123991935484	0.166969037252056	3	11	Golgi ribbon formation
GO:0051640	0.000752244467454871	2.7532023171458	6.20821238509918	16	409	organelle localization
GO:0030073	0.000765054634659914	3.52543859649123	3.33938074504112	11	220	insulin secretion
GO:0009112	0.000768623593159531	6.40803159973667	1.03217223028544	6	68	nucleobase metabolic process
