GOCCID	Pvalue	OddsRatio	ExpCount	Count	Size	Term
GO:0016021	2.09086965751932e-10	3.30644546147979	39.5457462980688	77	5321	integral component of membrane
GO:0031224	3.60698227486325e-10	3.19858393888578	40.4598840155397	77	5444	intrinsic component of membrane
GO:0044425	3.73296062018498e-08	2.77433871647755	48.3006587466922	81	6499	membrane part
GO:0016020	5.31259383031206e-06	2.41538285874892	65.7807555880863	93	8851	membrane
GO:0005741	6.85045479249804e-06	9.07524649714582	1.11480209447666	9	150	mitochondrial outer membrane
GO:0031968	1.84580285593155e-05	7.79223676383105	1.28573841562975	9	173	organelle outer membrane
GO:0019867	2.08632414439246e-05	7.51463414634146	1.33033049940882	9	179	outer membrane
GO:0012505	0.00014260525858093	2.12655153627526	26.6734981138449	46	3589	endomembrane system
GO:0005788	0.000207200849718489	6.08334786399303	1.43437869489331	8	193	endoplasmic reticulum lumen
GO:0031410	0.000245327695007882	2.7364390706496	8.62856821124937	21	1161	cytoplasmic vesicle
GO:0005783	0.000354242484639469	2.43405283037141	11.6608299082259	25	1569	endoplasmic reticulum
GO:0005576	0.000363699409500176	1.93664785553047	33.3102865829627	52	4482	extracellular region
GO:0031982	0.000476108494665113	1.96628427532177	26.8890265187771	44	3618	vesicle
GO:0060205	0.000513632413438999	8.85877246113467	0.616857158943753	5	83	cytoplasmic membrane-bounded vesicle lumen
GO:0031983	0.000513632413438999	8.74613774544005	0.624289172906931	5	84	vesicle lumen
GO:0030141	0.000603450854254972	4.22658536585366	2.29649231462192	9	309	secretory granule
GO:0016023	0.000921982923804411	2.51343570057582	7.87793480096841	18	1060	cytoplasmic membrane-bounded vesicle
GO:0098588	0.000921982923804411	2.05203619909502	16.6477112775182	30	2240	bounding membrane of organelle
GO:0031966	0.000982415435518477	2.95740780388589	4.76392095039694	13	641	mitochondrial membrane
