GOBPID	Pvalue	OddsRatio	ExpCount	Count	Size	Term
GO:0035556	5.61842952030393e-05	2.06747691104359	37.1037735849057	65	2622	intracellular signal transduction
GO:0043280	0.000142208415441812	6.28377329192547	1.7688679245283	10	125	positive regulation of cysteine-type endopeptidase activity involved in apoptotic process
GO:2001056	0.000186125002621041	5.7775	1.91037735849057	10	135	positive regulation of cysteine-type endopeptidase activity
GO:0010950	0.000290402358535344	5.26753128258603	2.08018867924528	10	147	positive regulation of endopeptidase activity
GO:2000116	0.000302827400861678	4.26550079491256	3.05660377358491	12	216	regulation of cysteine-type endopeptidase activity
GO:0010952	0.000313799099537993	4.87270752895753	2.23584905660377	10	158	positive regulation of peptidase activity
GO:1902531	0.000313799099537993	2.04956291901734	22.2452830188679	41	1572	regulation of intracellular signal transduction
GO:0043281	0.000498860567127539	4.11717279676572	2.88679245283019	11	204	regulation of cysteine-type endopeptidase activity involved in apoptotic process
GO:0008152	0.000520707515276913	1.77872860635697	164.731132075472	189	11641	metabolic process
GO:0044093	0.00068456519678618	1.89998999566479	25.0471698113208	43	1770	positive regulation of molecular function
GO:0009966	0.00068456519678618	1.76600952663126	35.6745283018868	56	2521	regulation of signal transduction
GO:0010646	0.000767587234468713	1.70647203658108	41.1084905660377	62	2905	regulation of cell communication
GO:0006919	0.000767587234468713	5.68171806167401	1.34433962264151	7	95	activation of cysteine-type endopeptidase activity involved in apoptotic process
GO:0051154	0.000948260267139202	12.3092627599244	0.382075471698113	4	27	negative regulation of striated muscle cell differentiation
GO:0097202	0.000952291879569376	5.26079295154185	1.44339622641509	7	102	activation of cysteine-type endopeptidase activity
GO:0045862	0.000952291879569376	2.94332015810277	5.08018867924528	14	359	positive regulation of proteolysis
GO:0016310	0.000952291879569376	1.77101952689898	29.3349056603774	47	2073	phosphorylation
GO:2000785	0.000952291879569376	11.3231304347826	0.410377358490566	4	29	regulation of autophagosome assembly
GO:0044237	0.000952291879569376	1.58269196455124	142.301886792453	166	10056	cellular metabolic process
GO:0032268	0.000952291879569376	1.71416303747776	33.6933962264151	52	2381	regulation of cellular protein metabolic process
GO:0065009	0.000952291879569376	1.66980326149474	38.8443396226415	58	2745	regulation of molecular function
GO:1903047	0.000952291879569376	2.16890756302521	11.8867924528302	24	840	mitotic cell cycle process
GO:0006914	0.000952291879569376	2.71598401257131	5.88679245283019	15	416	autophagy
GO:0044267	0.000952291879569376	1.55115335326783	67.5283018867924	90	4772	cellular protein metabolic process
GO:0051129	0.000955067868603225	2.44646182495344	7.85377358490566	18	555	negative regulation of cellular component organization
