GOBPID	Pvalue	OddsRatio	ExpCount	Count	Size	Term
GO:0000082	1.83871727724573e-05	8.36447526795438	1.22980164489598	9	248	G1/S transition of mitotic cell cycle
GO:0010499	1.83871727724573e-05	46.8262108262108	0.109095307208515	4	22	proteasomal ubiquitin-independent protein catabolic process
GO:0044843	1.83871727724573e-05	8.05645161290323	1.27443154329947	9	257	cell cycle G1/S phase transition
GO:0044772	0.000269889815154937	4.88369963369963	2.30587808417997	10	465	mitotic cell cycle phase transition
GO:0044770	0.000326023893310709	4.63204592901879	2.42489114658926	10	489	cell cycle phase transition
GO:1903052	0.000352299410026319	7.89037778495318	0.838050314465409	6	169	positive regulation of proteolysis involved in cellular protein catabolic process
GO:1903364	0.000450536167858856	7.30173444976077	0.90251572327044	6	182	positive regulation of cellular protein catabolic process
GO:0035329	0.000851902988130147	19.4881329113924	0.173560716013546	3	35	hippo signaling
GO:0019068	0.000851902988130147	18.8964326812428	0.178519593613933	3	36	virion assembly
GO:0031331	0.000851902988130147	5.06004474272931	1.51245766811805	7	305	positive regulation of cellular catabolic process
GO:1903047	0.000851902988130147	3.2351966873706	4.16545718432511	12	840	mitotic cell cycle process
