GOCCID	Pvalue	OddsRatio	ExpCount	Count	Size	Term
GO:0031981	4.52709487988003e-08	3.5131686595343	20.0189178537245	47	3452	nuclear lumen
GO:0044428	5.78868350105284e-08	3.35063139142331	22.1066381397444	49	3812	nuclear part
GO:0044451	1.84817656523759e-07	5.67347189983822	4.03625921963853	19	696	nucleoplasm part
GO:0044446	4.4866961599229e-07	3.01615002813447	44.9671752716626	72	7754	intracellular organelle part
GO:0044424	4.4866961599229e-07	6.5086904043452	77.442824165306	98	13354	intracellular part
GO:0016604	5.2619411297396e-07	7.58464646464646	1.98913349473566	13	343	nuclear body
GO:0070013	5.72733445174757e-07	2.93895172351764	23.7246213614098	48	4091	intracellular organelle lumen
GO:0005634	6.46109584662606e-07	2.83902537636454	38.8779911041045	65	6704	nucleus
GO:0043233	7.01563844537418e-07	2.88504355922059	24.0609762963797	48	4149	organelle lumen
GO:0044422	7.04054354291959e-07	2.8740905449373	46.1850121051743	72	7964	organelle part
GO:0005654	7.04054354291959e-07	3.08387731671314	16.5393840436912	38	2852	nucleoplasm
GO:0031974	7.35930276738709e-07	2.83620610436495	24.3741343392827	48	4203	membrane-enclosed lumen
GO:0043228	7.35930276738709e-07	2.89299881510484	21.2425539102528	44	3663	non-membrane-bounded organelle
GO:0043232	7.35930276738709e-07	2.89299881510484	21.2425539102528	44	3663	intracellular non-membrane-bounded organelle
GO:0005622	1.22337759228565e-06	5.85203706427416	79.4261584370249	98	13696	intracellular
GO:0005813	1.34759131848099e-06	5.85495403472932	2.76043015595969	14	476	centrosome
GO:0044430	2.17340584730864e-06	3.60046431927478	8.1073137773774	24	1398	cytoskeletal part
GO:0043229	4.84912068299504e-06	3.18634390748347	66.8708406058217	88	11531	intracellular organelle
GO:0005681	1.17401887630382e-05	9.09473684210526	0.985867912842745	8	170	spliceosomal complex
GO:0005856	1.63609146028346e-05	2.94817909703168	11.1693035302066	27	1926	cytoskeleton
GO:0005815	1.6939440385743e-05	4.53469480716672	3.51432914813355	14	606	microtubule organizing center
GO:0015030	1.7214580867335e-05	19.5341614906832	0.295760373852824	5	51	Cajal body
GO:0030529	1.7214580867335e-05	4.23640689471583	4.04785766567198	15	698	ribonucleoprotein complex
GO:0015630	0.000125654397445293	3.23451327433628	5.99639659929058	17	1034	microtubule cytoskeleton
GO:0032991	0.000299790808782313	2.08728786077181	28.0102471707674	45	4830	macromolecular complex
GO:0015629	0.000299790808782313	4.32871068234348	2.54005968132425	10	438	actin cytoskeleton
GO:0031429	0.00038606533985417	116.534653465347	0.0289961150836102	2	5	box H/ACA snoRNP complex
GO:0072588	0.00038606533985417	116.534653465347	0.0289961150836102	2	5	box H/ACA RNP complex
GO:0072589	0.00038606533985417	116.534653465347	0.0289961150836102	2	5	box H/ACA scaRNP complex
GO:0043226	0.000464582617908274	2.42347417840376	72.97742244243	88	12584	organelle
GO:0044452	0.000473686583727241	12.4763423710792	0.353752604020044	4	61	nucleolar part
GO:0042382	0.000522820351927249	87.3960396039604	0.0347953381003322	2	6	paraspeckles
GO:0005829	0.000668910496186488	2.10831031203297	18.2211587185406	32	3142	cytosol
GO:0033256	0.00091158519342149	58.2574257425743	0.0463937841337763	2	8	I-kappaB/NF-kappaB complex
