GOBPID	Pvalue	OddsRatio	ExpCount	Count	Size	Term
GO:0044260	1.83049959736978e-06	2.13050193050193	113.831640058055	155	8184	cellular macromolecule metabolic process
GO:0090304	8.22202559394742e-06	2.00288916562889	68.4742380261248	105	4923	nucleic acid metabolic process
GO:0043170	1.0738374777654e-05	2.00124880870222	123.150701499758	160	8854	macromolecule metabolic process
GO:0034641	2.03658225694398e-05	1.88991602878753	87.4879051765844	123	6290	cellular nitrogen compound metabolic process
GO:0032984	2.03658225694398e-05	4.36188690733708	4.3118045476536	17	310	macromolecular complex disassembly
GO:0046483	2.03658225694398e-05	1.86716697186206	78.892114175133	113	5672	heterocycle metabolic process
GO:0018171	2.03658225694398e-05	Inf	0.0417271407837446	3	3	peptidyl-cysteine oxidation
GO:0006139	2.03658225694398e-05	1.85903744970597	76.4302128688921	110	5495	nucleobase-containing compound metabolic process
GO:1901360	2.03658225694398e-05	1.85007974481659	82.0911949685535	116	5902	organic cyclic compound metabolic process
GO:0006807	2.03658225694398e-05	1.84089450413616	91.7718916303822	126	6598	nitrogen compound metabolic process
GO:0043933	2.03658225694398e-05	2.08527005956509	34.3136187711659	61	2467	macromolecular complex subunit organization
GO:0010467	2.03658225694398e-05	1.85679858239811	72.1044992743106	105	5184	gene expression
GO:0043241	2.53167645361244e-05	4.23314949968627	4.15880503144654	16	299	protein complex disassembly
GO:0022411	2.53167645361244e-05	2.89601508104687	10.3344218674407	27	743	cellular component disassembly
GO:0016070	2.53167645361244e-05	1.86168578460033	61.8952588292211	93	4450	RNA metabolic process
GO:0006725	4.04479626887568e-05	1.79446345509694	79.1146589259797	111	5688	cellular aromatic compound metabolic process
GO:0044238	7.05556361638934e-05	1.84518143459916	139.716376390905	170	10045	primary metabolic process
GO:0071840	7.35294231233094e-05	1.75160310496119	84.0245524915336	115	6041	cellular component organization or biogenesis
GO:0009057	7.39651077338199e-05	2.38866089914227	15.8284954039671	34	1138	macromolecule catabolic process
GO:0034645	7.42510236192083e-05	1.77439455176145	66.5686985970005	96	4786	cellular macromolecule biosynthetic process
GO:0044265	8.99216045377189e-05	2.52913839891452	12.6433236574746	29	909	cellular macromolecule catabolic process
GO:0071704	0.000114728063275918	1.8159356438538	144.306361877117	173	10375	organic substance metabolic process
GO:0044270	0.000139029188280995	3.19583296074399	6.11998064828254	18	440	cellular nitrogen compound catabolic process
GO:0046700	0.000139029188280995	3.19583296074399	6.11998064828254	18	440	heterocycle catabolic process
GO:0019439	0.000164977370091898	3.12732565775073	6.24516207063377	18	449	aromatic compound catabolic process
GO:0044237	0.000164977370091898	1.75876918258691	139.869375907112	168	10056	cellular metabolic process
GO:0016043	0.000164977370091898	1.68779862048196	82.2720125786164	111	5915	cellular component organization
GO:0016032	0.000187591310270033	2.55081300813008	10.6960570875665	25	769	viral process
GO:0009059	0.000197082642311766	1.69520687232705	68.7106918238994	96	4940	macromolecule biosynthetic process
GO:0044764	0.000228413691902699	2.50491349035023	10.8768746976294	25	782	multi-organism cellular process
GO:0044403	0.000241018436048947	2.43824739772452	11.6279632317368	26	836	symbiosis, encompassing mutualism through parasitism
GO:0044419	0.000241018436048947	2.43824739772452	11.6279632317368	26	836	interspecies interaction between organisms
GO:0006414	0.000294632602872437	4.19341330115693	2.83744557329463	11	204	translational elongation
GO:1901361	0.000294632602872437	2.91178632688067	6.67634252539913	18	480	organic cyclic compound catabolic process
GO:0018158	0.000294632602872437	43.0863436123348	0.111272375423319	3	8	protein oxidation
GO:0019058	0.000309960328651358	3.10836729215978	5.54970972423803	16	399	viral life cycle
GO:0006310	0.000310128588311995	3.83057309662814	3.37989840348331	12	243	DNA recombination
GO:0043401	0.000313996279926532	8.21411725067385	0.820633768746976	6	59	steroid hormone mediated signaling pathway
GO:0044271	0.000313996279926532	1.65896723453487	65.4420657958394	91	4705	cellular nitrogen compound biosynthetic process
GO:0045806	0.000313996279926532	10.9582491582492	0.528543783260764	5	38	negative regulation of endocytosis
GO:0071383	0.000314907822875935	4.91483757682177	1.98899371069182	9	143	cellular response to steroid hormone stimulus
GO:0090182	0.000327026585599191	Inf	0.0278180938558297	2	2	regulation of secretion of lysosomal enzymes
GO:2000642	0.000327026585599191	Inf	0.0278180938558297	2	2	negative regulation of early endosome to late endosome transport
GO:0071822	0.000340120556482526	1.94753125554738	23.9235607160135	42	1720	protein complex subunit organization
GO:0006521	0.000420800340173741	7.50369458128079	0.890179003386551	6	64	regulation of cellular amino acid metabolic process
GO:0000184	0.00043448775011484	5.21042471042471	1.66908563134978	8	120	nuclear-transcribed mRNA catabolic process, nonsense-mediated decay
GO:0009894	0.000465219863503712	2.44930199430199	9.69460570875665	22	697	regulation of catabolic process
GO:0060255	0.00054513030295938	1.59222858055263	78.8782051282051	104	5671	regulation of macromolecule metabolic process
GO:0032774	0.000577339795111729	1.65086929199832	52.4510159651669	75	3771	RNA biosynthetic process
GO:1901575	0.00057761882295043	1.87863255208653	24.6885582970489	42	1775	organic substance catabolic process
GO:2000188	0.00057761882295043	26.9240088105727	0.152999516207063	3	11	regulation of cholesterol homeostasis
GO:0032870	0.00059544736088841	2.38293650793651	9.94496855345912	22	715	cellular response to hormone stimulus
GO:0034655	0.000644894756983861	2.90054040925375	5.53580067731011	15	398	nucleobase-containing compound catabolic process
GO:0042176	0.000644894756983861	2.787065069545	6.14779874213836	16	442	regulation of protein catabolic process
GO:0043624	0.000644894756983861	3.35779816513761	3.82498790517658	12	275	cellular protein complex disassembly
GO:0045184	0.000688885811119021	1.82618595825427	26.621915820029	44	1914	establishment of protein localization
GO:0051171	0.000701931749481597	1.6084359434345	58.4179970972424	81	4200	regulation of nitrogen compound metabolic process
GO:0006402	0.00072663005276045	3.77507029053421	2.83744557329463	10	204	mRNA catabolic process
GO:0008152	0.00072663005276045	1.69293881469844	161.915215287857	184	11641	metabolic process
GO:0044248	0.000731883551759418	1.82457841916343	25.9820996613449	43	1868	cellular catabolic process
GO:0002479	0.000734433129827571	6.30318322981366	1.04317851959361	6	75	antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent
GO:1901362	0.000756757677564328	1.59254123392562	60.5182631833575	83	4351	organic cyclic compound biosynthetic process
GO:0034654	0.000758039628570368	1.59921530161844	57.83381712627	80	4158	nucleobase-containing compound biosynthetic process
GO:0018130	0.000758039628570368	1.59545295535228	58.7657232704403	81	4225	heterocycle biosynthetic process
GO:0048384	0.000780994078365942	7.85507246376812	0.709361393323657	5	51	retinoic acid receptor signaling pathway
GO:0044819	0.000781069365077967	6.12487424547284	1.07099661344944	6	77	mitotic G1/S transition checkpoint
GO:0006325	0.000828238519748909	2.27309018567639	10.3900580551524	22	747	chromatin organization
GO:0006614	0.000837197318227211	5.03640722816676	1.5021770682148	7	108	SRP-dependent cotranslational protein targeting to membrane
GO:0042590	0.000855971182402526	5.95633561643836	1.09881470730527	6	79	antigen processing and presentation of exogenous peptide antigen via MHC class I
GO:0006415	0.000881108233852463	3.91192630898513	2.46190130624093	9	177	translational termination
GO:0006613	0.000893950936589033	4.93800339588141	1.52999516207063	7	110	cotranslational protein targeting to membrane
GO:0051252	0.000922150046586904	1.60452830188679	50.3646589259797	71	3621	regulation of RNA metabolic process
GO:1902582	0.000943896577968463	1.85411523750102	21.7676584421867	37	1565	single-organism intracellular transport
