GOMFID	Pvalue	OddsRatio	ExpCount	Count	Size	Term
GO:0005515	7.01907729912054e-49	54.3664928334809	170.094530356821	268	10431	protein binding
GO:0005488	1.1889075049248e-20	Inf	227.102533245081	271	13927	binding
GO:0005484	1.16536324623873e-18	48.7828197945845	0.603345568325411	16	37	SNAP receptor activity
GO:0000149	3.73309094275033e-10	10.1948235294118	1.89156988988507	16	116	SNARE binding
GO:0004722	2.71439643607685e-06	10.7651203758074	0.994704855887839	9	61	protein serine/threonine phosphatase activity
GO:0004749	0.000160456956926474	91.4888059701493	0.0815331849088393	3	5	ribose phosphate diphosphokinase activity
GO:0019905	0.000186081848170877	6.68954886445381	1.33714423250496	8	82	syntaxin binding
GO:0004645	0.00023777839927474	60.9888059701493	0.0978398218906071	3	6	phosphorylase activity
GO:0016778	0.00036541353131944	45.7388059701493	0.114146458872375	3	7	diphosphotransferase activity
GO:0032561	0.000423538770990601	2.89826728975951	6.29436187496239	17	386	guanyl ribonucleotide binding
GO:0019001	0.000423538770990601	2.89025324537136	6.31066851194416	17	387	guanyl nucleotide binding
GO:0016894	0.000423538770990601	16.3126092384519	0.309826102653589	4	19	endonuclease activity, active with either ribo- or deoxyribonucleic acids and producing 3'-phosphomonoesters
GO:0048257	0.00046874202975818	Inf	0.0326132739635357	2	2	3'-flap endonuclease activity
GO:0003688	0.000513585676342577	30.4888059701493	0.146759732835911	3	9	DNA replication origin binding
GO:0019869	0.000513585676342577	30.4888059701493	0.146759732835911	3	9	chloride channel inhibitor activity
GO:0003712	0.000565163859224117	2.50490103079745	8.54467777844636	20	524	transcription cofactor activity
GO:0048306	0.000576075572211413	6.83186582809224	0.978398218906071	6	60	calcium-dependent protein binding
GO:0004721	0.000620249938887189	3.8764367816092	2.77212828690054	10	170	phosphoprotein phosphatase activity
GO:0016208	0.000738518211123668	22.8638059701493	0.179373006799446	3	11	AMP binding
GO:0050786	0.000738518211123668	22.8638059701493	0.179373006799446	3	11	RAGE receptor binding
GO:0042802	0.000786245579500946	1.91923375230546	19.0950719056502	34	1171	identical protein binding
GO:0008184	0.000786245579500946	121.539033457249	0.0489199109453036	2	3	glycogen phosphorylase activity
GO:0050294	0.000786245579500946	121.539033457249	0.0489199109453036	2	3	steroid sulfotransferase activity
