GOMFID	Pvalue	OddsRatio	ExpCount	Count	Size	Term
GO:0005515	4.10680152935737e-61	12.2260039110464	287.466032853962	436	10431	protein binding
GO:0005488	2.03345637990648e-24	11.202418935965	383.811661351465	450	13927	binding
GO:0003676	1.67155576995354e-05	1.60713877150444	108.526626150791	151	3938	nucleic acid binding
GO:1901363	1.89767237042357e-05	1.5386973765786	160.199410313497	206	5813	heterocyclic compound binding
GO:0097159	3.96503524437553e-05	1.50718796522069	162.293880498225	206	5889	organic cyclic compound binding
GO:0016874	0.000105775530590956	2.52662872876377	11.5195860160058	27	418	ligase activity
GO:0001071	0.000144798890694181	1.8380943283476	32.2989349539683	55	1172	nucleic acid binding transcription factor activity
GO:0003700	0.000144798890694181	1.8380943283476	32.2989349539683	55	1172	transcription factor activity, sequence-specific DNA binding
GO:0032182	0.000261134961093194	4.16168609443071	2.92123473133161	11	106	ubiquitin-like protein binding
GO:0043130	0.000261134961093194	4.54396473779385	2.45273482158975	10	89	ubiquitin binding
GO:0019787	0.000261134961093194	2.47520233965857	9.94873337745953	23	361	ubiquitin-like protein transferase activity
GO:0004842	0.000325092254736905	2.47419547249127	9.50779228593778	22	345	ubiquitin-protein transferase activity
GO:0003677	0.000333294618547951	1.53500518430618	67.4915458210482	95	2449	DNA binding
GO:0000981	0.000364487288353727	2.02781287011449	17.3344966604489	33	629	RNA polymerase II transcription factor activity, sequence-specific DNA binding
GO:0036402	0.000416936050353378	35.5120879120879	0.165352909320657	3	6	proteasome-activating ATPase activity
GO:0061631	0.00090481446454028	7.74450523082829	0.771646910163066	5	28	ubiquitin conjugating enzyme activity
