GOMFID	Pvalue	OddsRatio	ExpCount	Count	Size	Term
GO:0005515	1.60918266494295e-05	8.73335258817111	29.4997893976774	44	10431	protein binding
GO:0031997	0.000113764243649121	736.488888888889	0.00848426499789398	2	3	N-terminal myristoylation domain binding
GO:0048306	0.000113764243649121	27.4352159468439	0.16968529995788	4	60	calcium-dependent protein binding
GO:0031800	0.000163803030993298	368.222222222222	0.0113123533305253	2	4	type 3 metabotropic glutamate receptor binding
GO:0043548	0.000228418110980968	41.780303030303	0.0848426499789398	3	30	phosphatidylinositol 3-kinase binding
GO:0008420	0.000325835863788472	147.262222222222	0.0197966183284193	2	7	CTD phosphatase activity
GO:0035256	0.000325835863788472	147.262222222222	0.0197966183284193	2	7	G-protein coupled glutamate receptor binding
GO:0072542	0.000379456162511542	122.711111111111	0.0226247066610506	2	8	protein phosphatase activator activity
GO:0030235	0.000539153261086745	92.0222222222222	0.0282808833263133	2	10	nitric-oxide synthase regulator activity
GO:0008179	0.000539153261086745	81.7925925925926	0.0311089716589446	2	11	adenylate cyclase binding
GO:0019211	0.000539153261086745	81.7925925925926	0.0311089716589446	2	11	phosphatase activator activity
GO:0031432	0.000750741155970187	61.3333333333333	0.0395932366568386	2	14	titin binding
GO:0031996	0.000750741155970187	61.3333333333333	0.0395932366568386	2	14	thioesterase binding
GO:0050998	0.000915966125882925	52.5650793650794	0.0452494133221012	2	16	nitric-oxide synthase binding
