GOBPID	Pvalue	OddsRatio	ExpCount	Count	Size	Term
GO:0006749	0.000149398357202926	10.858982921477	0.751088534107402	7	54	glutathione metabolic process
GO:1901685	0.000167151920450891	16.4484848484848	0.375544267053701	5	27	glutathione derivative metabolic process
GO:1901687	0.000167151920450891	16.4484848484848	0.375544267053701	5	27	glutathione derivative biosynthetic process
GO:0072540	0.000565048827426592	43.0863436123348	0.111272375423319	3	8	T-helper 17 cell lineage commitment
GO:0035690	0.000580478828065294	8.06150793650794	0.834542815674891	6	60	cellular response to drug
GO:0006559	0.00064566706784596	30.7721837633732	0.139090469279149	3	10	L-phenylalanine catabolic process
GO:1902222	0.00064566706784596	30.7721837633732	0.139090469279149	3	10	erythrose 4-phosphate/phosphoenolpyruvate family amino acid catabolic process
GO:0002295	0.00064566706784596	26.9240088105727	0.152999516207063	3	11	T-helper cell lineage commitment
GO:0006558	0.00064566706784596	26.9240088105727	0.152999516207063	3	11	L-phenylalanine metabolic process
GO:1902221	0.00064566706784596	26.9240088105727	0.152999516207063	3	11	erythrose 4-phosphate/phosphoenolpyruvate family amino acid metabolic process
GO:0043373	0.000710058792607851	23.9309838472834	0.166908563134978	3	12	CD4-positive, alpha-beta T cell lineage commitment
GO:0072539	0.000710058792607851	23.9309838472834	0.166908563134978	3	12	T-helper 17 cell differentiation
GO:0002363	0.000837152385035823	21.536563876652	0.180817610062893	3	13	alpha-beta T cell lineage commitment
GO:0006334	0.000837152385035823	4.44948765559453	1.93335752298016	8	139	nucleosome assembly
GO:0043369	0.00086317646429868	19.5774929915899	0.194726656990808	3	14	CD4-positive or CD8-positive, alpha-beta T cell lineage commitment
GO:0072538	0.00086317646429868	19.5774929915899	0.194726656990808	3	14	T-helper 17 type immune response
