GOBPID	Pvalue	OddsRatio	ExpCount	Count	Size	Term
GO:0016070	3.74188108657322e-09	4.15025179505507	23.681664247702	53	4450	RNA metabolic process
GO:0008380	4.14834656308604e-09	9.98758535071384	1.99032414126754	16	374	RNA splicing
GO:0051252	3.04193798673964e-08	3.76697362260028	19.2699564586357	45	3621	regulation of RNA metabolic process
GO:0010467	3.04193798673964e-08	3.67810489374147	27.5878084179971	55	5184	gene expression
GO:0090304	4.21465917560053e-08	3.60008213552361	26.1988388969521	53	4923	nucleic acid metabolic process
GO:0046483	5.88775243880006e-08	3.54741619509953	30.18480890179	57	5672	heterocycle metabolic process
GO:0044260	5.88775243880006e-08	3.99433078629529	43.5529753265602	70	8184	cellular macromolecule metabolic process
GO:0010468	8.81124813552665e-08	3.47725451261379	21.9521044992743	47	4125	regulation of gene expression
GO:0006139	1.11269801563699e-07	3.37254901960784	29.2428640541848	55	5495	nucleobase-containing compound metabolic process
GO:0060255	1.11269801563699e-07	3.37626892252894	30.1794871794872	56	5671	regulation of macromolecule metabolic process
GO:0051171	1.11269801563699e-07	3.39375590962748	22.3512336719884	47	4200	regulation of nitrogen compound metabolic process
GO:0006725	1.11269801563699e-07	3.36079545454545	30.2699564586357	56	5688	cellular aromatic compound metabolic process
GO:0019219	1.11269801563699e-07	3.40129799891833	20.8345428156749	45	3915	regulation of nucleobase-containing compound metabolic process
GO:0006807	1.11269801563699e-07	3.42535085184619	35.1127237542332	61	6598	nitrogen compound metabolic process
GO:0006351	1.12590998714266e-07	3.42365251849788	19.3284954039671	43	3632	transcription, DNA-templated
GO:1901360	1.13859237607475e-07	3.33547283313557	31.4088050314465	57	5902	organic cyclic compound metabolic process
GO:0097659	1.13859237607475e-07	3.40421636615811	19.4136429608128	43	3648	nucleic acid-templated transcription
GO:0034641	1.29225026320501e-07	3.3359509460484	33.473633284954	59	6290	cellular nitrogen compound metabolic process
GO:0031323	1.45985049955576e-07	3.27777292576419	30.7648766328012	56	5781	regulation of cellular metabolic process
GO:0080090	2.53174124729327e-07	3.19385342789598	30.3072085147557	55	5695	regulation of primary metabolic process
GO:0032774	2.55323551315797e-07	3.26037195994278	20.0682148040639	43	3771	RNA biosynthetic process
GO:0006355	2.56824198894521e-07	3.29502969330309	18.5408805031447	41	3484	regulation of transcription, DNA-templated
GO:1903506	2.90247535066678e-07	3.27096171687321	18.6473149492017	41	3504	regulation of nucleic acid-templated transcription
GO:2001141	3.28167080589947e-07	3.24717014557028	18.7537493952588	41	3524	regulation of RNA biosynthetic process
GO:0044237	3.74697446732264e-07	4.10460921843687	53.5152394775036	76	10056	cellular metabolic process
GO:0019222	5.31317066133435e-07	3.10815938273371	34.9424286405418	59	6566	regulation of metabolic process
GO:0018130	6.30189662254156e-07	3.07143651941694	22.4842767295597	45	4225	heterocycle biosynthetic process
GO:0019438	6.30408003080737e-07	3.06651662915729	22.510885341074	45	4230	aromatic compound biosynthetic process
GO:2000112	8.12540513776239e-07	3.06938535505517	20.2917271407837	42	3813	regulation of cellular macromolecule biosynthetic process
GO:0043170	8.12540513776239e-07	3.39303784658976	47.1185292694727	70	8854	macromolecule metabolic process
GO:0034654	1.04283812931129e-06	2.99805542051531	22.1277213352685	44	4158	nucleobase-containing compound biosynthetic process
GO:0006396	1.16704317486018e-06	5.00457605821346	4.08708272859216	17	768	RNA processing
GO:1901362	1.27365281352071e-06	2.95093919787425	23.1548137397194	45	4351	organic cyclic compound biosynthetic process
GO:0006397	1.35944797503652e-06	6.42617283950617	2.3681664247702	13	445	mRNA processing
GO:0010556	1.48272769051267e-06	2.96050285406691	20.8558297048863	42	3919	regulation of macromolecule biosynthetic process
GO:0044271	1.48272769051267e-06	2.90153839709286	25.0387034349299	47	4705	cellular nitrogen compound biosynthetic process
GO:0031326	5.06635467378986e-06	2.78773008764223	21.8190614417029	42	4100	regulation of cellular biosynthetic process
GO:0050794	5.06635467378986e-06	3.36067343894296	53.903725205612	74	10129	regulation of cellular process
GO:0009889	6.34182376026331e-06	2.7480338329129	22.0532172230285	42	4144	regulation of biosynthetic process
GO:0050789	6.34182376026331e-06	3.5135961180956	56.7029511369134	76	10655	regulation of biological process
GO:0016071	8.08698328370199e-06	4.96277071773761	3.28882438316401	14	618	mRNA metabolic process
GO:0044238	9.73860839345286e-06	3.16050274100816	53.4567005321722	73	10045	primary metabolic process
GO:0071704	1.5761164531435e-05	3.15418752686979	55.2128688921142	74	10375	organic substance metabolic process
GO:0034645	1.58844988325449e-05	2.58416191265703	25.4697629414611	45	4786	cellular macromolecule biosynthetic process
GO:0000377	2.28307892769884e-05	7.01087741252346	1.44750846637639	9	272	RNA splicing, via transesterification reactions with bulged adenosine as nucleophile
GO:0000398	2.28307892769884e-05	7.01087741252346	1.44750846637639	9	272	mRNA splicing, via spliceosome
GO:0065007	2.38740193051926e-05	3.35861448493027	59.5607160135462	77	11192	biological regulation
GO:0000375	2.38740193051926e-05	6.93052250880366	1.46347363328495	9	275	RNA splicing, via transesterification reactions
