GOBPID	Pvalue	OddsRatio	ExpCount	Count	Size	Term
GO:0016070	0.00027990576028605	2.80641790668983	19.6450169327528	37	4450	RNA metabolic process
GO:0090304	0.00027990576028605	2.7194500650383	21.7331277213353	39	4923	nucleic acid metabolic process
GO:0010467	0.00027990576028605	2.66718506998445	22.8853410740203	40	5184	gene expression
GO:0006139	0.000352642299176602	2.58622685185185	24.2582849540397	41	5495	nucleobase-containing compound metabolic process
GO:0046483	0.00049744384363588	2.46465991830936	25.0396710208031	41	5672	heterocycle metabolic process
GO:0006725	0.00049744384363588	2.45404639631663	25.1103047895501	41	5688	cellular aromatic compound metabolic process
GO:0032774	0.00049744384363588	2.51090527119939	16.647496371553	31	3771	RNA biosynthetic process
GO:0034654	0.00049744384363588	2.4676	18.3559506531205	33	4158	nucleobase-containing compound biosynthetic process
GO:0006351	0.00049744384363588	2.49105793938768	16.0338655055636	30	3632	transcription, DNA-templated
GO:0097659	0.00049744384363588	2.47695630375256	16.1044992743106	30	3648	nucleic acid-templated transcription
GO:0018130	0.00049744384363588	2.41497495229008	18.6517295597484	33	4225	heterocycle biosynthetic process
GO:0019438	0.00049744384363588	2.41111508220157	18.6738026124819	33	4230	aromatic compound biosynthetic process
GO:0006355	0.00049744384363588	2.48146296539929	15.3805031446541	29	3484	regulation of transcription, DNA-templated
GO:0034641	0.00049744384363588	2.34399445066965	27.7679003386551	43	6290	cellular nitrogen compound metabolic process
GO:1903506	0.00049744384363588	2.4633878351864	15.4687953555878	29	3504	regulation of nucleic acid-templated transcription
GO:2001141	0.00050302366273975	2.44551957341657	15.5570875665215	29	3524	regulation of RNA biosynthetic process
GO:1901360	0.00050302366273975	2.31766123528408	26.0550314465409	41	5902	organic cyclic compound metabolic process
GO:0044271	0.000519561519182619	2.32590442916714	20.7707426221577	35	4705	cellular nitrogen compound biosynthetic process
GO:0051817	0.000519561519182619	13.575983436853	0.326681180454765	4	74	modification of morphology or physiology of other organism involved in symbiotic interaction
GO:0006807	0.000523218517065927	2.29391895446845	29.1276003870343	44	6598	nitrogen compound metabolic process
GO:1901362	0.000554154275709447	2.32043191292265	19.2079704886309	33	4351	organic cyclic compound biosynthetic process
GO:0051252	0.000596439733299614	2.36168126138895	15.9853047895501	29	3621	regulation of RNA metabolic process
GO:2000112	0.000596439733299614	2.33849104623499	16.8329100145138	30	3813	regulation of cellular macromolecule biosynthetic process
GO:0052173	0.00060944742887654	77.2629107981221	0.0353168843734881	2	8	response to defenses of other organism involved in symbiotic interaction
GO:0052200	0.00060944742887654	77.2629107981221	0.0353168843734881	2	8	response to host defenses
GO:0075136	0.00060944742887654	77.2629107981221	0.0353168843734881	2	8	response to host
GO:0044003	0.00060944742887654	21.3376623376623	0.158925979680697	3	36	modification by symbiont of host morphology or physiology
GO:0043170	0.000720624317154069	2.30704465401659	39.086961780358	53	8854	macromolecule metabolic process
GO:0035372	0.000725069407239153	66.2213279678068	0.0397314949201742	2	9	protein localization to microtubule
GO:0010556	0.000745535388015286	2.25573621484569	17.3008587324625	30	3919	regulation of macromolecule biosynthetic process
GO:0035821	0.000758658658462751	10.6653639472399	0.4105587808418	4	93	modification of morphology or physiology of other organism
