GOCCID	Pvalue	OddsRatio	ExpCount	Count	Size	Term
GO:0016021	3.54807862942905e-08	2.14269040673381	78.1927256348179	124	5321	integral component of membrane
GO:0031224	3.85457953367044e-08	2.10486408325315	80.0002252125443	125	5444	intrinsic component of membrane
GO:0012505	7.30427217717116e-07	2.06976744186047	52.7407803614661	89	3589	endomembrane system
GO:0031982	3.36709214283273e-06	1.9780515434721	53.1669387984911	87	3618	vesicle
GO:0005783	3.80617611478352e-06	2.36745654730487	23.0566409549012	48	1569	endoplasmic reticulum
GO:0044425	5.13477059079558e-06	1.81729844093622	95.5035752491414	133	6499	membrane part
GO:0005576	6.30868734334192e-06	1.85938523207588	65.8635211981307	100	4482	extracellular region
GO:0031988	1.19527386601828e-05	1.88941328512887	51.3888294578008	82	3497	membrane-bounded vesicle
GO:0005788	1.54476034556096e-05	5.04390681003584	2.83615787399358	13	193	endoplasmic reticulum lumen
GO:0044432	2.29475759743688e-05	2.43117949064379	15.9148133551039	35	1083	endoplasmic reticulum part
GO:0044421	3.94371231962316e-05	1.78962349592444	55.1360846799167	84	3752	extracellular region part
GO:0031968	9.9408751167451e-05	4.70908641975309	2.54225550363155	11	173	organelle outer membrane
GO:0005615	9.9408751167451e-05	2.14846327124117	19.4563369179663	38	1324	extracellular space
GO:0019867	0.000120654293281028	4.53933333333333	2.63042621474016	11	179	outer membrane
GO:0005741	0.000121974520333477	4.9402390438247	2.20426777771522	10	150	mitochondrial outer membrane
GO:0065010	0.000146595545123377	1.77922726914074	40.6466978210686	64	2766	extracellular membrane-bounded organelle
GO:0070062	0.000146595545123377	1.77922726914074	40.6466978210686	64	2766	extracellular exosome
GO:0043230	0.000150573161707842	1.76915238709557	40.837734361804	64	2779	extracellular organelle
GO:1903561	0.000150573161707842	1.76915238709557	40.837734361804	64	2779	extracellular vesicle
GO:0098588	0.000178671254316663	1.82751899439118	32.9170654805473	54	2240	bounding membrane of organelle
GO:0016020	0.000213291957961698	1.57962697274032	130.066494003716	159	8851	membrane
GO:0031410	0.000227980253528989	2.10073721537887	17.0610325995158	33	1161	cytoplasmic vesicle
GO:0005581	0.000352050114701461	5.85394661033224	1.30786554811103	7	89	collagen trimer
GO:0019815	0.000639118704223484	135.127413127413	0.0440853555543044	2	3	B cell receptor complex
