GOCCID	Pvalue	OddsRatio	ExpCount	Count	Size	Term
GO:0005634	2.47512409229538e-10	4.98359422034919	30.1964979449355	60	6704	nucleus
GO:0044428	2.11076946607217e-05	3.01292854391371	17.170204380384	36	3812	nuclear part
GO:0043226	5.57397408480041e-05	4.30946481382098	56.681493159169	73	12584	organelle
GO:0005622	6.11059166081795e-05	5.6651248164464	61.6902201452621	76	13696	intracellular
GO:0031981	6.11059166081795e-05	2.77992202729045	15.5486740611452	32	3452	nuclear lumen
GO:0043228	6.11059166081795e-05	2.71779497098646	16.4990709982546	33	3663	non-membrane-bounded organelle
GO:0043232	6.11059166081795e-05	2.71779497098646	16.4990709982546	33	3663	intracellular non-membrane-bounded organelle
GO:0043227	7.89981365673177e-05	3.26775366568915	52.6727098699398	69	11694	membrane-bounded organelle
GO:0043229	0.00011392816436995	3.07383174852424	51.9385169753955	68	11531	intracellular organelle
GO:0043231	0.000125031922832175	2.768494592784	47.3531895726592	64	10513	intracellular membrane-bounded organelle
GO:0005730	0.000148670433412113	3.99478796493722	3.7475367377963	13	832	nucleolus
GO:0005881	0.000182167799556982	18.1940144478844	0.247733798772592	4	55	cytoplasmic microtubule
GO:0070013	0.000302768443107191	2.35709342197708	18.426890377794	33	4091	intracellular organelle lumen
GO:0044424	0.000302768443107191	3.45498940484258	60.1497663419852	73	13354	intracellular part
GO:0044446	0.000302768443107191	2.27801080635847	34.9259613760486	51	7754	intracellular organelle part
GO:0043233	0.00034931998528964	2.3139848644625	18.688136929227	33	4149	organelle lumen
GO:0005874	0.000382906616561316	5.1277037037037	1.72512808963459	8	383	microtubule
GO:0031974	0.000399686550038854	2.27492729220879	18.9313664771128	33	4203	membrane-enclosed lumen
GO:0044422	0.000523998092174151	2.170884228049	35.8718540622713	51	7964	organelle part
GO:0005654	0.000529748651328371	2.3883332797376	12.8461235290806	25	2852	nucleoplasm
