GOCCID	Pvalue	OddsRatio	ExpCount	Count	Size	Term
GO:0005829	2.1817276684155e-19	2.26456811299579	126.13287540116	227	3142	cytosol
GO:0005622	2.07150323863046e-17	2.63941367269084	549.814087044648	639	13696	intracellular
GO:0044424	5.30232329825596e-17	2.4752969789552	536.084792522944	627	13354	intracellular part
GO:0005737	3.85107772148791e-12	1.79679534800318	415.933393390012	507	10361	cytoplasm
GO:0005634	2.58755495600884e-09	1.61327370505183	269.126287934238	349	6704	nucleus
GO:0044428	4.37233657615204e-08	1.63718706536857	153.029446540172	217	3812	nuclear part
GO:0031981	8.211829169163e-08	1.64182777705345	138.577557569957	199	3452	nuclear lumen
GO:0043234	9.13670028660875e-08	1.59442888135308	167.44119137436	231	4171	protein complex
GO:0032991	9.13670028660875e-08	1.56712604035339	193.89617701706	260	4830	macromolecular complex
GO:0005654	2.88459672347221e-07	1.64970262103666	114.491075952931	168	2852	nucleoplasm
GO:0044444	1.21949869755778e-06	1.4665312031944	310.795901131693	376	7742	cytoplasmic part
GO:0043228	1.64917865227037e-06	1.54060265922877	147.047970271944	201	3663	non-membrane-bounded organelle
GO:0043232	1.64917865227037e-06	1.54060265922877	147.047970271944	201	3663	intracellular non-membrane-bounded organelle
GO:0043233	2.05360722762402e-06	1.51069752100062	166.558020381735	222	4149	organelle lumen
GO:0031974	2.16030170454429e-06	1.50455330156121	168.725803727268	224	4203	membrane-enclosed lumen
GO:0070013	2.16030170454429e-06	1.50856977950279	164.229660492089	219	4091	intracellular organelle lumen
GO:0043229	6.57662317701851e-06	1.46638718399047	462.902032543213	519	11531	intracellular organelle
GO:0098562	8.50259894417173e-06	3.48905862923204	6.7442148527673	21	168	cytoplasmic side of membrane
GO:1902494	1.18623019327466e-05	1.86133206539146	40.6258656607173	70	1012	catalytic complex
GO:0043226	2.07897723086422e-05	1.46562737098426	505.173807781093	555	12584	organelle
GO:0043231	2.44866064388634e-05	1.40292563086201	422.035302066325	476	10513	intracellular membrane-bounded organelle
GO:0009898	2.89252176698935e-05	3.37942531395275	6.26248522042678	19	156	cytoplasmic side of plasma membrane
GO:0031234	4.7128651064843e-05	4.1439687358247	3.85383705872417	14	96	extrinsic component of cytoplasmic side of plasma membrane
GO:0043227	4.7128651064843e-05	1.4059766138518	469.445526715838	519	11694	membrane-bounded organelle
GO:0005856	7.9846181030744e-05	1.54751654265396	77.3176059906537	111	1926	cytoskeleton
GO:0044422	0.000101645925572514	1.34292762968463	319.707899329993	370	7964	organelle part
GO:0031463	0.000103556899548258	8.44164305949008	1.08389167276617	7	27	Cul3-RING ubiquitin ligase complex
GO:0044464	0.000199797716159293	1.66485771012574	633.153313439559	662	15772	cell part
GO:0005884	0.000199797716159293	4.29294182519989	2.9305219300715	11	73	actin filament
GO:0005688	0.000205937586702728	24.0394922425952	0.321153088227014	4	8	U6 snRNP
GO:0015629	0.000246629423759631	2.06293471762493	17.583131580429	34	438	actin cytoskeleton
GO:0030496	0.000254953948772654	3.1922032875886	5.17859354766061	15	129	midbody
GO:0019897	0.000293131579632399	3.1367947831242	5.25888181971736	15	131	extrinsic component of plasma membrane
GO:0044446	0.000295138725601067	1.30838306753573	311.277630764034	357	7754	intracellular organelle part
GO:0005623	0.000313108048101186	1.6281189000554	634.678790608637	662	15810	cell
GO:0005834	0.000444729996553896	6.02691218130312	1.40504476099319	7	35	heterotrimeric G-protein complex
GO:0005694	0.000591632438697236	1.68388003748828	33.2794887675243	53	829	chromosome
GO:1990726	0.000622262875327683	36.012676056338	0.200720680141884	3	5	Lsm1-7-Pat1 complex
GO:0044427	0.000744159857580607	1.70604546047199	29.7066606609988	48	740	chromosomal part
