GOMFID	Pvalue	OddsRatio	ExpCount	Count	Size	Term
GO:0005515	1.17330617919008e-24	10.9707873938921	120.50977796498	182	10431	protein binding
GO:0005488	8.25870546765899e-12	18.6030428769018	160.899211745592	190	13927	binding
GO:0004364	6.41388198342565e-05	19.9380165289256	0.311932125880017	5	27	glutathione transferase activity
GO:0042802	0.000116870701804623	2.48092965884377	13.5286118298333	30	1171	identical protein binding
GO:0016765	0.000132527176640382	10.5658064516129	0.646970335158554	6	56	transferase activity, transferring alkyl or aryl (other than methyl) groups
GO:0030235	0.0004290113442496	37.2335600907029	0.115530416992599	3	10	nitric-oxide synthase regulator activity
GO:0031492	0.000494150268701926	13.4214402618658	0.346591250977796	4	30	nucleosomal DNA binding
GO:0008934	0.000494150268701926	172.905263157895	0.0346591250977797	2	3	inositol monophosphate 1-phosphatase activity
GO:0031997	0.000494150268701926	172.905263157895	0.0346591250977797	2	3	N-terminal myristoylation domain binding
GO:0052832	0.000494150268701926	172.905263157895	0.0346591250977797	2	3	inositol monophosphate 3-phosphatase activity
GO:0052833	0.000494150268701926	172.905263157895	0.0346591250977797	2	3	inositol monophosphate 4-phosphatase activity
GO:0052834	0.000494150268701926	172.905263157895	0.0346591250977797	2	3	inositol monophosphate phosphatase activity
GO:0046983	0.000784619118430383	2.14884268255819	13.1935736205548	26	1142	protein dimerization activity
GO:0050998	0.000784619118430383	20.041514041514	0.184848667188158	3	16	nitric-oxide synthase binding
GO:0031800	0.000784619118430383	86.4473684210526	0.0462121667970395	2	4	type 3 metabotropic glutamate receptor binding
