GOBPID	Pvalue	OddsRatio	ExpCount	Count	Size	Term
GO:0010467	9.9158828970377e-07	2.88341836734694	35.4252539912917	64	5184	gene expression
GO:0044260	9.9158828970377e-07	2.9762962962963	55.9259796806967	84	8184	cellular macromolecule metabolic process
GO:0043170	9.9158828970377e-07	3.07467944330367	60.5044750846638	88	8854	macromolecule metabolic process
GO:0044271	9.9158828970377e-07	2.76957876947115	32.1519714562167	59	4705	cellular nitrogen compound biosynthetic process
GO:0034645	1.52610458628882e-06	2.70339813051893	32.7054910498307	59	4786	cellular macromolecule biosynthetic process
GO:0006351	2.21139189649962e-06	2.74368545911248	24.8195452346396	49	3632	transcription, DNA-templated
GO:0097659	2.21139189649962e-06	2.72808419005279	24.9288824383164	49	3648	nucleic acid-templated transcription
GO:0090304	2.76102535189072e-06	2.59647980628655	33.6416908563135	59	4923	nucleic acid metabolic process
GO:0009059	2.78981841985034e-06	2.583631162406	33.7578616352201	59	4940	macromolecule biosynthetic process
GO:0051171	2.81812139318746e-06	2.61485411140584	28.7010159651669	53	4200	regulation of nitrogen compound metabolic process
GO:0031326	3.06408973587337e-06	2.606022808268	28.0176584421867	52	4100	regulation of cellular biosynthetic process
GO:0032774	3.56732776888693e-06	2.61262845916174	25.769412191582	49	3771	RNA biosynthetic process
GO:0009889	3.56732776888693e-06	2.56883483165873	28.318335752298	52	4144	regulation of biosynthetic process
GO:0034654	3.56732776888693e-06	2.55716943617098	28.4140058055152	52	4158	nucleobase-containing compound biosynthetic process
GO:0019219	3.56732776888693e-06	2.57869771453213	26.7534470246734	50	3915	regulation of nucleobase-containing compound metabolic process
GO:2000112	3.87254253877048e-06	2.5749327510627	26.0564223512337	49	3813	regulation of cellular macromolecule biosynthetic process
GO:0018130	5.16873767624593e-06	2.50242582094888	28.8718553459119	52	4225	heterocycle biosynthetic process
GO:0019438	5.16873767624593e-06	2.49841087978404	28.906023222061	52	4230	aromatic compound biosynthetic process
GO:0080090	6.56620378389711e-06	2.4141796875	38.9172109337204	63	5695	regulation of primary metabolic process
GO:0010556	7.1524481186339e-06	2.48343427002584	26.7807813255926	49	3919	regulation of macromolecule biosynthetic process
GO:0034641	7.97808932332555e-06	2.38735685989562	42.9831881954523	67	6290	cellular nitrogen compound metabolic process
GO:0016070	8.34918312170264e-06	2.41595785004928	30.4094097726173	53	4450	RNA metabolic process
GO:0006139	8.34918312170264e-06	2.37227499221426	37.55049588776	61	5495	nucleobase-containing compound metabolic process
GO:0006355	8.34918312170264e-06	2.49850332689051	23.8081761006289	45	3484	regulation of transcription, DNA-templated
GO:1901362	9.03616466545418e-06	2.40409702599537	29.732885824867	52	4351	organic cyclic compound biosynthetic process
GO:1903506	9.03616466545418e-06	2.48023060047957	23.944847605225	45	3504	regulation of nucleic acid-templated transcription
GO:0060255	9.48331654105546e-06	2.34381019300214	38.7532051282051	62	5671	regulation of macromolecule metabolic process
GO:0010468	9.48331654105546e-06	2.40490797546012	28.1884978229318	50	4125	regulation of gene expression
GO:2001141	9.48331654105546e-06	2.46216796577786	24.081519109821	45	3524	regulation of RNA biosynthetic process
GO:0051252	1.92424676013159e-05	2.37743041847612	24.7443759071118	45	3621	regulation of RNA metabolic process
GO:0046483	1.98040609641964e-05	2.26043623102971	38.7600387034349	61	5672	heterocycle metabolic process
GO:0006725	2.08104867656287e-05	2.25067326489043	38.8693759071118	61	5688	cellular aromatic compound metabolic process
GO:0044249	2.08104867656287e-05	2.24809160305344	39.8124092888244	62	5826	cellular biosynthetic process
GO:0009058	2.73150775003999e-05	2.21781176470588	41.0902878567973	63	6013	biosynthetic process
GO:0006807	3.01714016037956e-05	2.20608069874112	45.0879293662313	67	6598	nitrogen compound metabolic process
GO:1901360	3.01714016037956e-05	2.20301504163309	40.3317610062893	62	5902	organic cyclic compound metabolic process
GO:1901576	3.42410859068677e-05	2.18786225707467	40.5094339622642	62	5928	organic substance biosynthetic process
GO:0019222	5.30290269280569e-05	2.14375777414075	44.8692549588776	66	6566	regulation of metabolic process
GO:0031323	6.75962747253762e-05	2.11771922707799	39.5048984034833	60	5781	regulation of cellular metabolic process
GO:0044238	9.36985909103648e-05	2.28586120317365	68.6432631833575	88	10045	primary metabolic process
GO:0071704	0.000207265499836075	2.21252592520578	70.8983430091921	89	10375	organic substance metabolic process
GO:0070536	0.000487085172125617	23.5464114832536	0.150338655055636	3	22	protein K63-linked deubiquitination
GO:2001171	0.000499171666275991	98.6186186186186	0.0341678761490082	2	5	positive regulation of ATP biosynthetic process
GO:2001169	0.000728470370423634	73.9594594594595	0.0410014513788099	2	6	regulation of ATP biosynthetic process
GO:0021510	0.000732080105019189	7.71211262282691	0.703858248669569	5	103	spinal cord development
GO:0044237	0.000880039588891039	1.96433944152327	68.7184325108853	85	10056	cellular metabolic process
GO:0051172	0.000975259699680953	2.34112107756951	10.1136913401064	21	1480	negative regulation of nitrogen compound metabolic process
