GOCCID	Pvalue	OddsRatio	ExpCount	Count	Size	Term
GO:0016604	1.34849284941527e-08	9.43706445993031	1.91188559202748	15	343	nuclear body
GO:0005634	4.59367634035551e-08	3.3214823742091	37.3681662068577	66	6704	nucleus
GO:0044451	3.10648186587239e-07	5.56669944280564	3.87951128877878	18	696	nucleoplasm part
GO:0005654	1.06243097837278e-06	3.14753337535094	15.8970778672372	37	2852	nucleoplasm
GO:0005622	4.80180746262998e-06	5.61152771651228	76.3416474297618	94	13696	intracellular
GO:0044428	4.58950341356747e-05	2.49654007225408	21.2481279207252	40	3812	nuclear part
GO:0044424	4.58950341356747e-05	3.77279838648873	74.4353358482067	91	13354	intracellular part
GO:0031981	5.67766310775302e-05	2.48967553015633	19.2414841506672	37	3452	nuclear lumen
GO:0016607	0.000184168396266396	7.34848666826808	1.04791396880806	7	188	nuclear speck
GO:0016605	0.000283131256546712	10.7452922474933	0.512808963459265	5	92	PML body
GO:0043229	0.000283131256546712	2.44139737991266	64.273914757052	81	11531	intracellular organelle
GO:0070013	0.000302335405563553	2.18324284304047	22.8032768425201	39	4091	intracellular organelle lumen
GO:0043233	0.000380358115616007	2.1432603406326	23.1265694499184	39	4149	organelle lumen
GO:0031974	0.000456414663843953	2.10703650336215	23.4275660154271	39	4203	membrane-enclosed lumen
GO:0043226	0.000456414663843953	2.50794349262227	70.1433477844716	85	12584	organelle
GO:0043231	0.000470653874024187	2.16277064571757	58.5995720961658	75	10513	intracellular membrane-bounded organelle
GO:0044464	0.000774218642058263	6.14797448165869	87.9132931704296	97	15772	cell part
GO:0070603	0.000818125240042902	10.5816541353383	0.412476774956365	4	74	SWI/SNF superfamily-type complex
GO:0005623	0.000845277071848174	6.01581493031248	88.1251055683802	97	15810	cell
