GOBPID	Pvalue	OddsRatio	ExpCount	Count	Size	Term
GO:0007049	8.98721086570202e-13	2.61360059850889	48.2619738751814	105	1698	cell cycle
GO:0022402	2.57156400122706e-12	2.78198534530771	36.4664973391388	86	1283	cell cycle process
GO:0006996	2.19710590707342e-11	2.07298409959325	99.1956942428641	165	3490	organelle organization
GO:0043933	2.19710590707342e-11	2.22125334584288	70.1191340106434	129	2467	macromolecular complex subunit organization
GO:1902589	2.19710590707342e-11	2.22014195103053	70.1475568456701	129	2468	single-organism organelle organization
GO:0071840	2.19710590707342e-11	1.94646400838161	171.702346395743	246	6041	cellular component organization or biogenesis
GO:0016043	1.05461549502759e-09	1.84465183619964	168.12106918239	236	5915	cellular component organization
GO:0044085	1.45113958723612e-09	2.07611980502349	70.0907111756168	123	2466	cellular component biogenesis
GO:1903047	4.54536882418731e-09	2.75144637846696	23.8751814223512	58	840	mitotic cell cycle process
GO:0000278	5.63746200213592e-09	2.57096149822139	28.6786405418481	65	1009	mitotic cell cycle
GO:0071822	1.60368493375428e-08	2.15848315848316	48.8872762457668	92	1720	protein complex subunit organization
GO:0022607	8.91294306974219e-08	1.95772501408739	64.775641025641	110	2279	cellular component assembly
GO:0007010	1.13963688547684e-07	2.37509154396235	29.7302854378326	63	1046	cytoskeleton organization
GO:0044770	1.92061488923252e-07	3.04554693274205	13.8987663280116	38	489	cell cycle phase transition
GO:0044772	4.55198069646409e-07	3.02349263639586	13.216618287373	36	465	mitotic cell cycle phase transition
GO:0033554	4.55198069646409e-07	1.96741105167227	53.520198355104	93	1883	cellular response to stress
GO:0065003	2.03685721282548e-06	2.01281861372545	42.0942186744074	76	1481	macromolecular complex assembly
GO:0030048	2.66685961532745e-06	6.79274306802965	2.27382680212869	13	80	actin filament-based movement
GO:0031400	6.00365588192071e-06	2.55272727272727	16.7410498306725	39	589	negative regulation of protein modification process
GO:0048523	8.14204729560412e-06	1.62042204488687	115.680938558297	161	4070	negative regulation of cellular process
GO:0018205	9.71787740602518e-06	2.99297487532782	10.2606434446057	28	361	peptidyl-lysine modification
GO:0090304	9.71787740602518e-06	1.58078711441123	139.925616835994	187	4923	nucleic acid metabolic process
GO:0006461	1.11057334432047e-05	2.00141945833806	35.1590469279149	64	1237	protein complex assembly
