GOCCID	Pvalue	OddsRatio	ExpCount	Count	Size	Term
GO:0016607	1.23955081600389e-05	11.7892255892256	0.783289229210067	8	188	nuclear speck
GO:0044451	2.21737854590528e-05	5.30571490291146	2.89983672090535	13	696	nucleoplasm part
GO:0005634	2.21737854590528e-05	2.88423770022088	27.9317605990654	47	6704	nucleus
GO:0016604	3.38938259711727e-05	7.19378166743436	1.42908620010135	9	343	nuclear body
GO:0044428	0.000129372378144182	2.65148262733496	15.8824390518552	31	3812	nuclear part
GO:0005681	0.000139555839933176	9.42772596843615	0.708293451945273	6	170	spliceosomal complex
GO:0005622	0.000292539624067344	4.111543259705	57.0634536343674	69	13696	intracellular
GO:0044424	0.000292539624067344	3.7541773295198	55.6385338663364	68	13354	intracellular part
GO:0031981	0.000551660009227892	2.3921354247554	14.3825235065593	27	3452	nuclear lumen
GO:0035631	0.000945233119491155	54.5617283950617	0.0458307527729295	2	11	CD40 receptor complex
GO:0005654	0.000945233119491155	2.36856368563686	11.8826642643995	23	2852	nucleoplasm
