GOCCID	Pvalue	OddsRatio	ExpCount	Count	Size	Term
GO:0005622	1.04860540198775e-08	3.00610300684728	220.542537019312	260	13696	intracellular
GO:0044424	6.14678037267648e-07	2.39284787562281	215.035414672597	251	13354	intracellular part
GO:0043229	6.17016444252288e-07	2.05575703965797	185.680198187039	226	11531	intracellular organelle
GO:0043226	6.70698519793103e-07	2.16870016061315	202.636338044029	240	12584	organelle
GO:0043231	1.77408648138e-06	1.88898901952085	169.287652722257	209	10513	intracellular membrane-bounded organelle
GO:0043227	6.12952298090728e-06	1.89149815788734	188.304937785035	224	11694	membrane-bounded organelle
GO:0005634	1.08732994898396e-05	1.71149165404257	107.952480153145	145	6704	nucleus
GO:0015934	3.17253605148801e-05	6.89165272519151	1.46534541973988	9	91	large ribosomal subunit
GO:0022625	6.15843262251706e-05	8.74372759856631	0.917853724452452	7	57	cytosolic large ribosomal subunit
GO:0022626	6.86959331713259e-05	6.00771948690376	1.6585777827825	9	103	cytosolic ribosome
GO:0044391	7.08771846149046e-05	4.74767123287671	2.5281234164743	11	157	ribosomal subunit
GO:0044464	0.000183560921705159	2.47557603686636	253.971735825685	272	15772	cell part
GO:0005623	0.000253348997989122	2.42200687714911	254.583638308654	272	15810	cell
GO:0005840	0.000291659315885643	3.61806307407537	3.55869601936828	12	221	ribosome
GO:0030529	0.000438677358883519	2.28341676671121	11.2396824503125	24	698	ribonucleoprotein complex
GO:0098799	0.000619469734254454	23.1453180212014	0.177129666122403	3	11	outer mitochondrial membrane protein complex
