GOCCID	Pvalue	OddsRatio	ExpCount	Count	Size	Term
GO:0005634	4.74536514960432e-08	3.01522543328256	45.672203141715	78	6704	nucleus
GO:0044428	3.12865913373618e-07	2.87816299704239	25.9699341253308	53	3812	nuclear part
GO:0005622	4.7255204951057e-07	5.72840733377513	93.3064579697089	115	13696	intracellular
GO:0044424	8.39815620441189e-07	4.69268748583944	90.9765215922527	113	13354	intracellular part
GO:0043231	1.0738530685547e-06	2.95581206036444	71.621699228647	98	10513	intracellular membrane-bounded organelle
GO:0005654	1.39413663433147e-06	2.805802063156	19.4297618377344	42	2852	nucleoplasm
GO:0043229	1.54345340082927e-06	3.11046941235951	78.5570069252857	103	11531	intracellular organelle
GO:0031981	1.54345340082927e-06	2.65525657816407	23.5173695174821	47	3452	nuclear lumen
GO:0008540	3.41598310760621e-06	66.974358974359	0.0885648330612015	4	13	proteasome regulatory particle, base subcomplex
GO:0043227	9.15793106453024e-06	2.80091533180778	79.6674736782839	102	11694	membrane-bounded organelle
GO:0044446	1.43191459222868e-05	2.271101992966	52.8255165812736	77	7754	intracellular organelle part
GO:0005838	2.05595309763583e-05	35.4409250879839	0.143066268791172	4	21	proteasome regulatory particle
GO:0070013	2.19541236769211e-05	2.28950876903623	27.8706716964135	49	4091	intracellular organelle lumen
GO:0043233	2.87438479564869e-05	2.24749322493225	28.2658071054558	49	4149	organelle lumen
GO:0022624	2.87438479564869e-05	30.1196581196581	0.16350430718991	4	24	proteasome accessory complex
GO:0044422	3.16530890990423e-05	2.16403575503994	54.2561792691853	77	7964	organelle part
GO:0043226	3.3994963540945e-05	2.71408466223255	85.7307584032431	105	12584	organelle
GO:0031974	3.3994963540945e-05	2.20943000053496	28.6336917966331	49	4203	membrane-enclosed lumen
GO:0005829	3.643339546668e-05	2.314396924326	21.4054388829458	40	3142	cytosol
GO:0031597	5.37923657689489e-05	56.0338983050847	0.074939474128709	3	11	cytosolic proteasome complex
GO:0005955	0.000286762936317968	148.218487394958	0.0272507178649851	2	4	calcineurin complex
GO:0031595	0.000945286560717376	59.2773109243698	0.0476887562637239	2	7	nuclear proteasome complex
