GOCCID	Pvalue	OddsRatio	ExpCount	Count	Size	Term
GO:0044428	2.93869773348022e-11	2.81832616680104	45.2864140532628	91	3812	nuclear part
GO:0005634	9.30489084723049e-10	2.47254126947222	79.6432633297675	126	6704	nucleus
GO:0043231	1.22793251202984e-08	2.56799716503979	124.894037497889	166	10513	intracellular membrane-bounded organelle
GO:0031981	1.28854446168666e-08	2.46406175486137	41.0096278362705	78	3452	nuclear lumen
GO:0043227	1.62159010467133e-08	2.72701990408041	138.924272281966	177	11694	membrane-bounded organelle
GO:0043226	1.95796247214601e-08	2.95599210854473	149.497438207308	185	12584	organelle
GO:0044424	4.02652283254028e-08	3.18284965433412	158.645008726986	191	13354	intracellular part
GO:0043229	4.02652283254028e-08	2.56439533660631	136.987838522606	174	11531	intracellular organelle
GO:0005654	7.68841044435645e-08	2.41211971185979	33.88165080795	66	2852	nucleoplasm
GO:0070013	9.12086957056924e-08	2.23548160797345	48.6009233714318	84	4091	intracellular organelle lumen
GO:0043233	1.61456231274431e-07	2.19414824069501	49.2899611508361	84	4149	organelle lumen
GO:0005622	2.174293187491e-07	3.02768770266899	162.707955633129	192	13696	intracellular
GO:0044446	2.174293187491e-07	2.08953532056015	92.1172231293283	130	7754	intracellular organelle part
GO:0031974	2.31974055419059e-07	2.15671183855114	49.9314790833849	84	4203	membrane-enclosed lumen
GO:0044422	2.73348049033553e-07	2.07324704878396	94.6120150892405	132	7964	organelle part
GO:0044451	0.000153667059282454	2.76315789473684	8.26845335285175	21	696	nucleoplasm part
GO:0005838	0.000162847075840531	19.9295254333617	0.249479195991217	4	21	proteasome regulatory particle
GO:0008541	0.000218512809301616	Inf	0.0237599234277349	2	2	proteasome regulatory particle, lid subcomplex
GO:0022624	0.000251565621027134	16.9371980676328	0.285119081132819	4	24	proteasome accessory complex
GO:0000502	0.00032354990735784	7.52453371592539	0.879117166826192	6	74	proteasome complex
GO:0005635	0.00032354990735784	3.23717836513215	4.64506503012218	14	391	nuclear envelope
GO:0048188	0.00032354990735784	31.6262019230769	0.130679578852542	3	11	Set1C/COMPASS complex
GO:0044464	0.000347436933348052	2.85420680796403	187.370756151118	202	15772	cell part
GO:0005623	0.000461001514586911	2.79261347457145	187.822194696245	202	15810	cell
GO:0034708	0.000707204518462983	6.23486020226056	1.04543663082034	6	88	methyltransferase complex
GO:0000785	0.000820332440001197	2.87741656766389	5.19154326896008	14	437	chromatin
GO:0032021	0.000860396239975987	83.9617224880383	0.0475198468554699	2	4	NELF complex
GO:0030496	0.000889174100450648	4.90180006428801	1.5325150610889	7	129	midbody
