GOBPID	Pvalue	OddsRatio	ExpCount	Count	Size	Term
GO:0018149	8.88569359751219e-10	71.1991341991342	0.135462022254475	7	56	peptide cross-linking
GO:0031424	1.49198712978866e-08	65.9839572192513	0.120948234155781	6	50	keratinization
GO:0030216	1.00770477789588e-07	28.9474747474747	0.307208514755685	7	127	keratinocyte differentiation
GO:0009913	8.96811210194399e-07	19.7830303030303	0.440251572327044	7	182	epidermal cell differentiation
GO:0008544	1.77334044417886e-06	13.5426421404682	0.742622157716497	8	307	epidermis development
GO:0043588	4.54068868302267e-06	14.4286801065044	0.595065312046444	7	246	skin development
GO:0060429	6.39897901856666e-05	5.50142597873995	2.6003870343493	11	1075	epithelium development
GO:0051387	6.39897901856666e-05	434.052631578947	0.00967585873246251	2	4	negative regulation of neurotrophin TRK receptor signaling pathway
GO:0051386	0.000178349457532217	173.589473684211	0.0169327527818094	2	7	regulation of neurotrophin TRK receptor signaling pathway
GO:0060449	0.000178349457532217	173.589473684211	0.0169327527818094	2	7	bud elongation involved in lung branching
GO:0009888	0.000220071282284904	4.07010506208214	4.25253991291727	13	1758	tissue development
GO:0043087	0.000397586924633516	6.20834028356964	1.33526850507983	7	552	regulation of GTPase activity
GO:0040037	0.000427884773103912	86.7684210526316	0.0290275761973875	2	12	negative regulation of fibroblast growth factor receptor signaling pathway
GO:0030855	0.000483689019675669	5.8417741428122	1.41509433962264	7	585	epithelial cell differentiation
GO:0048513	0.000999971388992824	3.01876675603217	7.25689404934688	16	3000	organ development
