GOCCID	Pvalue	OddsRatio	ExpCount	Count	Size	Term
GO:0031201	7.30416561178333e-19	61.788056206089	0.385676482180057	15	50	SNARE complex
GO:0005829	2.5427789150716e-06	2.70107507695053	24.2359101401948	50	3142	cytosol
GO:0008021	7.29567030923927e-06	10.7052309782609	0.956477675806542	9	124	synaptic vesicle
GO:0048471	1.23613268773122e-05	4.31409146573202	4.74382073081471	18	615	perinuclear region of cytoplasm
GO:0098793	1.23613268773122e-05	9.10885416666667	1.11074826867857	9	144	presynapse
GO:0002189	1.23613268773122e-05	394.544776119403	0.0308541185744046	3	4	ribose phosphate diphosphokinase complex
GO:0044444	1.23613268773122e-05	2.26597779229262	59.7181465007601	87	7742	cytoplasmic part
GO:0042581	1.7566888597901e-05	52.9744360902256	0.107989415010416	4	14	specific granule
GO:0005737	5.75330006677373e-05	2.26354802780658	79.9198806373515	104	10361	cytoplasm
GO:0072357	6.75975103783337e-05	98.6194029850746	0.053994707505208	3	7	PTW/PP1 phosphatase complex
GO:0070688	9.7767942861657e-05	78.8910447761194	0.0617082371488092	3	8	MLL5-L complex
GO:0031982	0.000162987424590373	2.12316117458219	27.907550250549	48	3618	vesicle
GO:0045202	0.000202526818150345	3.43114211337731	5.16806486121277	16	670	synapse
GO:0000164	0.000381367814766984	39.434328358209	0.100275885366815	3	13	protein phosphatase type 1 complex
GO:0044422	0.000417226251515483	1.90018422178047	61.4305500816395	83	7964	organelle part
GO:0031105	0.000417226251515483	261.081481481481	0.0231405889308034	2	3	septin complex
GO:0032156	0.000417226251515483	261.081481481481	0.0231405889308034	2	3	septin cytoskeleton
GO:0032991	0.000417226251515483	1.91836109365179	37.2563481785935	57	4830	macromolecular complex
GO:0043679	0.000417226251515483	7.94633814526491	0.825347671865323	6	107	axon terminus
GO:0031410	0.000467201673774621	2.61769509981851	8.95540791622093	21	1161	cytoplasmic vesicle
GO:0005766	0.000467201673774621	30.3289322617681	0.123416474297618	3	16	primary lysosome
GO:0042582	0.000467201673774621	30.3289322617681	0.123416474297618	3	16	azurophil granule
GO:0044456	0.00049289285450581	3.43477320479545	4.12673835932661	13	535	synapse part
GO:0005802	0.000515345685854987	5.9906418422342	1.26501886155059	7	164	trans-Golgi network
GO:0044306	0.000515345685854987	7.22632556220342	0.902482968301334	6	117	neuron projection terminus
GO:0042995	0.000536506328212962	2.26521922650768	13.498676876302	27	1750	cell projection
GO:0000214	0.000536506328212962	130.533333333333	0.0308541185744046	2	4	tRNA-intron endonuclease complex
GO:0044446	0.000536506328212962	1.81976964825407	59.8107088564833	80	7754	intracellular organelle part
GO:0031988	0.000536506328212962	1.94166207349694	26.9742131636732	44	3497	membrane-bounded vesicle
GO:0000784	0.000536506328212962	8.86313131313131	0.617082371488092	5	80	nuclear chromosome, telomeric region
GO:0032154	0.000536506328212962	12.8978543920778	0.347108833962052	4	45	cleavage furrow
GO:0097610	0.000536506328212962	12.8978543920778	0.347108833962052	4	45	cell surface furrow
GO:0043234	0.000536506328212962	1.88312177325557	32.1731321434604	50	4171	protein complex
GO:0055037	0.000582469803219226	6.62532332344962	0.979618264737346	6	127	recycling endosome
GO:0044463	0.000582469803219226	2.73807189542484	6.81876020494342	17	884	cell projection part
GO:0016023	0.000617086242074134	2.56497989221576	8.17634142221722	19	1060	cytoplasmic membrane-bounded vesicle
GO:0008287	0.000635059285749028	11.7487050960735	0.377962952536456	4	49	protein serine/threonine phosphatase complex
GO:1903293	0.000635059285749028	11.7487050960735	0.377962952536456	4	49	phosphatase complex
GO:0097458	0.000747554767475236	2.44420702754036	9.04025674230055	20	1172	neuron part
GO:0032153	0.000794334951493706	10.7871720116618	0.408817071110861	4	53	cell division site
GO:0032155	0.000794334951493706	10.7871720116618	0.408817071110861	4	53	cell division site part
GO:0000125	0.000868204657920884	65.2592592592593	0.0462811778616069	2	6	PCAF complex
GO:0070187	0.000868204657920884	65.2592592592593	0.0462811778616069	2	6	telosome
GO:0070820	0.000868204657920884	65.2592592592593	0.0462811778616069	2	6	tertiary granule
