GOBPID	Pvalue	OddsRatio	ExpCount	Count	Size	Term
GO:0001776	0.000751592992364622	14.0222602739726	0.400943396226415	5	78	leukocyte homeostasis
GO:0035821	0.000778168453528815	11.6214488636364	0.478047895500726	5	93	modification of morphology or physiology of other organism
GO:0002513	0.000778168453528815	198.180722891566	0.0205611998064828	2	4	tolerance induction to self antigen
GO:0002260	0.000818514928197424	13.2685691155637	0.334119496855346	4	65	lymphocyte homeostasis
GO:0032945	0.000818514928197424	12.6442901234568	0.349540396710208	4	68	negative regulation of mononuclear cell proliferation
GO:0050672	0.000818514928197424	12.6442901234568	0.349540396710208	4	68	negative regulation of lymphocyte proliferation
GO:0001782	0.000818514928197424	22.2547425474255	0.154208998548621	3	30	B cell homeostasis
GO:0070664	0.000818514928197424	11.8976034858388	0.370101596516691	4	72	negative regulation of leukocyte proliferation
GO:0051817	0.000818514928197424	11.5562610229277	0.380382196419932	4	74	modification of morphology or physiology of other organism involved in symbiotic interaction
GO:0018107	0.000818514928197424	11.2338820301783	0.390662796323174	4	76	peptidyl-threonine phosphorylation
GO:0050869	0.000818514928197424	20.0256097560976	0.169629898403483	3	33	negative regulation of B cell activation
GO:1901841	0.000818514928197424	66.0441767068273	0.0411223996129656	2	8	regulation of high voltage-gated calcium channel activity
GO:0010799	0.000818514928197424	18.7717225609756	0.179910498306725	3	35	regulation of peptidyl-threonine phosphorylation
GO:0018210	0.000818514928197424	10.6400259909032	0.411223996129656	4	80	peptidyl-threonine modification
GO:0007435	0.000827989775087058	18.2017738359202	0.185050798258345	3	36	salivary gland morphogenesis
