GOBPID	Pvalue	OddsRatio	ExpCount	Count	Size	Term
GO:0007049	3.29080403634e-15	2.45379133272544	69.7231494920174	143	1698	cell cycle
GO:0006996	4.56754481944862e-13	1.96564380387747	143.306119980648	229	3490	organelle organization
GO:0022402	6.31914804413217e-13	2.47731705517074	52.682450411224	112	1283	cell cycle process
GO:0090304	1.53555055732094e-12	1.84061538289372	202.147859216255	293	4923	nucleic acid metabolic process
GO:1902589	3.15568771494128e-12	2.0371369133426	101.340832123851	174	2468	single-organism organelle organization
GO:0043933	5.19209775487123e-12	2.0214264053675	101.299770198355	173	2467	macromolecular complex subunit organization
GO:0071840	2.10166108561312e-11	1.75395587789014	248.055091920658	337	6041	cellular component organization or biogenesis
GO:0010467	4.12570722850326e-11	1.75624071346383	212.865021770682	298	5184	gene expression
GO:0006139	9.02417011540476e-11	1.72914886333048	225.635280599903	310	5495	nucleobase-containing compound metabolic process
GO:0000278	9.02417011540476e-11	2.44913964627856	41.4314828253507	89	1009	mitotic cell cycle
GO:1903047	1.63874442645025e-10	2.57097750468379	34.4920174165457	78	840	mitotic cell cycle process
GO:0016070	2.54254411379552e-10	1.73920303917414	182.725568456701	261	4450	RNA metabolic process
GO:0016043	7.05819246454145e-10	1.67582407339764	242.881289308176	324	5915	cellular component organization
GO:0010605	1.25585962455462e-09	1.89500875313312	94.2781809385583	155	2296	negative regulation of macromolecule metabolic process
GO:0046483	1.3014256219049e-09	1.66490300540892	232.903241412675	312	5672	heterocycle metabolic process
GO:0044085	1.56830414051579e-09	1.85913722242979	101.258708272859	163	2466	cellular component biogenesis
GO:0006725	1.64608289501041e-09	1.65741776956014	233.56023222061	312	5688	cellular aromatic compound metabolic process
GO:0031324	7.98006149324461e-09	1.838810290808	94.5245524915336	152	2302	negative regulation of cellular metabolic process
GO:0044260	1.53616095718847e-08	1.60521491727723	336.050798258345	412	8184	cellular macromolecule metabolic process
GO:0034641	1.63325824679798e-08	1.59946863892579	258.279511369134	333	6290	cellular nitrogen compound metabolic process
GO:0009892	2.82693699477622e-08	1.763432348332	105.611272375423	163	2572	negative regulation of metabolic process
GO:1901360	2.82693699477622e-08	1.59074637551459	242.34748427673	315	5902	organic cyclic compound metabolic process
GO:0010629	3.35532397763617e-08	1.97178494722163	60.8127116594098	107	1481	negative regulation of gene expression
GO:0033554	3.35532397763617e-08	1.86664598425034	77.3196057087567	128	1883	cellular response to stress
GO:0022607	5.91309823693137e-08	1.77881529574405	93.5801282051282	147	2279	cellular component assembly
