GOMFID	Pvalue	OddsRatio	ExpCount	Count	Size	Term
GO:0005515	4.74926329983739e-28	12.0770208190793	131.807569649197	200	10431	protein binding
GO:0005488	4.38225386925224e-12	13.5233965014577	175.983512846742	207	13927	binding
GO:0008135	0.000497124989364222	6.95104299702001	1.11198026355376	7	88	translation factor activity, RNA binding
GO:0004364	0.000899543409353738	13.833685099198	0.341175762681268	4	27	glutathione transferase activity
GO:0004332	0.000899543409353738	157.769230769231	0.0379084180756965	2	3	fructose-bisphosphate aldolase activity
GO:0031997	0.000899543409353738	157.769230769231	0.0379084180756965	2	3	N-terminal myristoylation domain binding
GO:0043548	0.000899543409353738	12.2352501867065	0.379084180756965	4	30	phosphatidylinositol 3-kinase binding
GO:0016765	0.000986435514658914	7.82305117168819	0.707623804079668	5	56	transferase activity, transferring alkyl or aryl (other than methyl) groups
GO:0046982	0.000986435514658914	2.75319075543291	5.82526024429869	15	461	protein heterodimerization activity
GO:0031800	0.000986435514658914	78.8798076923077	0.050544557434262	2	4	type 3 metabotropic glutamate receptor binding
GO:0032795	0.000986435514658914	78.8798076923077	0.050544557434262	2	4	heterotrimeric G-protein binding
GO:0050998	0.000986435514658914	18.2787068004459	0.202178229737048	3	16	nitric-oxide synthase binding
