GOMFID	Pvalue	OddsRatio	ExpCount	Count	Size	Term
GO:0005515	3.41153727891662e-108	16.5654232124155	460.071183585053	706	10431	protein binding
GO:0005488	5.56324589941463e-40	12.1931950123681	614.266261507913	721	13927	binding
GO:0005484	1.74286423329546e-14	21.0236290025764	1.63192731211264	18	37	SNAP receptor activity
GO:0000149	7.78790926913586e-07	4.61372136512389	5.11631265419099	20	116	SNARE binding
GO:0003676	3.25491963300209e-05	1.4422823215508	173.68999338107	224	3938	nucleic acid binding
GO:0050786	0.000203079746080891	18.1776556776557	0.485167579276731	5	11	RAGE receptor binding
GO:0032934	0.000303628020745416	5.62979479084451	1.94067031710693	9	44	sterol binding
GO:0008200	0.00034746588349591	6.24945812807882	1.58782116854203	8	36	ion channel inhibitor activity
GO:0016248	0.000378986464029871	6.0335790725327	1.63192731211264	8	37	channel inhibitor activity
GO:0003735	0.000393887053372416	2.85199979876239	6.92466454058608	18	157	structural constituent of ribosome
GO:0097159	0.000418986558595618	1.3147167809228	259.741079487334	305	5889	organic cyclic compound binding
GO:0015485	0.000418986558595618	5.64360400444939	1.72013959925387	8	39	cholesterol binding
GO:0044020	0.000508617921305319	65.2808219178082	0.176424574282448	3	4	histone methyltransferase activity (H4-R3 specific)
GO:0019869	0.000565598510379533	17.4277091906722	0.396955292135508	4	9	chloride channel inhibitor activity
GO:0008565	0.000885452357484888	3.28834951456311	4.0577652084963	12	92	protein transporter activity
GO:0042054	0.000885452357484888	4.18922651933702	2.46994403995427	9	56	histone methyltransferase activity
GO:0004749	0.000906047534948563	32.6383561643836	0.22053071785306	3	5	ribose phosphate diphosphokinase activity
GO:1901363	0.000906047534948563	1.28063232231839	256.389012575967	297	5813	heterocyclic compound binding
GO:0008289	0.000906047534948563	1.72606756214916	27.5663397316325	45	625	lipid binding
GO:0003723	0.00098828936568939	1.44830867053736	69.5112822672844	95	1576	RNA binding
