GOCCID	Pvalue	OddsRatio	ExpCount	Count	Size	Term
GO:0044424	2.492069590971e-15	3.46958201751008	306.01193626485	371	13354	intracellular part
GO:0005622	7.80592082602784e-15	3.54791072366939	313.848994989021	375	13696	intracellular
GO:0005829	4.20070128482654e-14	2.42289147716768	72.0001126062722	137	3142	cytosol
GO:0005634	2.9349597995192e-12	2.07506839510235	153.62468329486	225	6704	nucleus
GO:0044428	8.85006940075754e-12	2.15856342600529	87.3534147852035	149	3812	nuclear part
GO:0031981	1.60762602454454e-10	2.1003597776162	79.1038792860762	135	3452	nuclear lumen
GO:0005654	2.88637984252082e-10	2.15649372754208	65.3546534541974	117	2852	nucleoplasm
GO:0005737	1.3311395127207e-08	1.88329168025556	237.426214740161	294	10361	cytoplasm
GO:0043233	1.34484760755362e-08	1.88631069080844	95.0758966274421	147	4149	organelle lumen
GO:0070013	1.59998914563e-08	1.88050127097496	93.7468047970272	145	4091	intracellular organelle lumen
GO:0043234	1.59998914563e-08	1.87290679002906	95.5800349079444	147	4171	protein complex
GO:0031974	2.50652177048073e-08	1.85366977696859	96.3133269523112	147	4203	membrane-enclosed lumen
GO:0032991	5.01244444250345e-08	1.79697812286868	110.681267946625	162	4830	macromolecular complex
GO:0043228	1.16766433120442e-06	1.75163221138609	83.9390237036203	126	3663	non-membrane-bounded organelle
GO:0043232	1.16766433120442e-06	1.75163221138609	83.9390237036203	126	3663	intracellular non-membrane-bounded organelle
GO:0043229	1.19359048811905e-06	1.74675245328852	264.237205112325	310	11531	intracellular organelle
GO:0031463	4.31949759690827e-06	15.16725	0.618715162434548	7	27	Cul3-RING ubiquitin ligase complex
GO:0043226	4.60719500207811e-06	1.75498331397964	288.367096447272	329	12584	organelle
GO:0044422	9.72585688174525e-06	1.56754627834504	182.498057541805	227	7964	organelle part
GO:0043231	9.72585688174525e-06	1.60829206297733	240.909351950904	284	10513	intracellular membrane-bounded organelle
GO:0044464	2.58487394232145e-05	2.3510798313866	361.421316367322	386	15772	cell part
GO:0005688	3.13457318612738e-05	43.0521091811414	0.183323011091718	4	8	U6 snRNP
GO:0044446	3.39656443337253e-05	1.51799474791399	177.685828500647	219	7754	intracellular organelle part
GO:0043227	3.75566114900723e-05	1.58721530741061	267.972411463319	306	11694	membrane-bounded organelle
GO:0005623	3.75566114900723e-05	2.30000246986762	362.292100670007	386	15810	cell
GO:1902494	5.00226152047779e-05	2.05184072126221	23.1903609031023	44	1012	catalytic complex
GO:0005856	5.00226152047779e-05	1.76554518033629	44.1350149203311	71	1926	cytoskeleton
GO:0005694	0.00012134368350955	2.09116161616162	18.9968470243793	37	829	chromosome
GO:0044427	0.000131275912842126	2.1494505160668	16.9573785259839	34	740	chromosomal part
GO:0031461	0.000138845327501546	4.35454545454545	2.77276054276223	11	121	cullin-RING ubiquitin ligase complex
GO:1990726	0.000145214333526563	64.4257425742574	0.114576881932324	3	5	Lsm1-7-Pat1 complex
GO:0044444	0.000170619863641396	1.4472835094404	177.41084398401	214	7742	cytoplasmic part
GO:1990234	0.00022438917233268	2.1461854576788	15.4220483080908	31	673	transferase complex
GO:0008043	0.000583722763357919	Inf	0.0458307527729295	2	2	intracellular ferritin complex
GO:0070288	0.000583722763357919	Inf	0.0458307527729295	2	2	ferritin complex
GO:0044454	0.000655068971022429	2.29833729216152	10.1515117392039	22	443	nuclear chromosome part
GO:0000228	0.000786418317053217	2.21457307622174	10.9993806655031	23	480	nuclear chromosome
GO:0015630	0.000868507565733674	1.79386948393357	23.6944991836045	40	1034	microtubule cytoskeleton
GO:0000151	0.000965319697130596	2.80019609216332	5.31636732165982	14	232	ubiquitin ligase complex
