GOCCID	Pvalue	OddsRatio	ExpCount	Count	Size	Term
GO:0005737	2.08494624170184e-05	1.51297072663673	335.430155959687	389	10361	cytoplasm
GO:0005829	4.0357470181293e-05	1.55074056966898	101.720060807387	142	3142	cytosol
GO:0044444	4.0357470181293e-05	1.43868750472084	250.641855751365	301	7742	cytoplasmic part
GO:0005832	0.00032133230205291	24.0714535901926	0.291368729238219	4	9	chaperonin-containing T-complex
GO:0032580	0.00032133230205291	4.66194690265487	2.42807274365182	10	75	Golgi cisterna membrane
GO:0002199	0.000358211931100768	20.0583771161705	0.323743032486909	4	10	zona pellucida receptor complex
GO:0031982	0.000715861118961768	1.39609200081417	117.130229153764	150	3618	vesicle
GO:0005795	0.000914897529678693	3.24930220756153	4.01441360283768	12	124	Golgi stack
GO:0031988	0.000914897529678693	1.37837708794216	113.212938460672	144	3497	membrane-bounded vesicle
GO:0031985	0.000914897529678693	3.6470839108647	3.01081020212826	10	93	Golgi cisterna
GO:0005739	0.000914897529678693	1.52287475665153	52.3168740498846	75	1616	mitochondrion
