GOCCID	Pvalue	OddsRatio	ExpCount	Count	Size	Term
GO:0044424	4.68598970717528e-12	2.75419890039568	318.041889533247	377	13354	intracellular part
GO:0005622	7.20986455868618e-12	2.81597584790629	326.187039018073	382	13696	intracellular
GO:0043231	2.96874236722134e-11	2.09480410371807	250.379989865436	317	10513	intracellular membrane-bounded organelle
GO:0005634	2.30471586607505e-10	1.90457983134322	159.663982883847	225	6704	nucleus
GO:0043229	2.47012930764996e-10	2.08837774854656	274.624908507404	335	11531	intracellular organelle
GO:0043227	1.8705210922507e-08	1.91890067334531	278.506953437306	332	11694	membrane-bounded organelle
GO:0043226	2.10127042419159e-08	2.00026425345041	299.703395079106	350	12584	organelle
GO:0000421	6.4266047951505e-05	12.4589928057554	0.61922189065931	6	26	autophagosome membrane
GO:0005623	9.19531041862532e-05	2.17588804559433	376.534541973988	400	15810	cell
GO:0044464	0.000105959345895687	2.12503252455604	375.629525364563	399	15772	cell part
GO:0005737	0.000178710513740161	1.47220645632943	246.759923427735	284	10361	cytoplasm
GO:0097526	0.000215985519844055	12.1875879538418	0.523956984404031	5	22	spliceosomal tri-snRNP complex
GO:0030529	0.000215985519844055	2.12149219201851	16.6237261415461	33	698	ribonucleoprotein complex
GO:0000407	0.000215985519844055	8.58794343835277	0.833567929733686	6	35	pre-autophagosomal structure
GO:0005681	0.000282394711681729	3.46983066645953	4.04875851584933	13	170	spliceosomal complex
GO:0005776	0.000363236228515399	5.20301204819277	1.71476831259501	8	72	autophagosome
GO:0046540	0.000659407458559849	12.7225995961079	0.404875851584933	4	17	U4/U6 x U5 tri-snRNP complex
GO:0044428	0.000659407458559849	1.44633071814386	90.7874556612803	119	3812	nuclear part
GO:0044422	0.000844030202958765	1.36897018395493	189.672428354259	222	7964	organelle part
