GOMFID	Pvalue	OddsRatio	ExpCount	Count	Size	Term
GO:0005515	1.01492396566586e-50	12.8639070875521	234.743004994284	357	10431	protein binding
GO:0005488	1.69864540659813e-21	14.6260952942912	313.418256212769	369	13927	binding
GO:0003676	1.22455719145155e-07	1.87014353347862	88.6221794331789	136	3938	nucleic acid binding
GO:0000988	2.94594231368534e-05	2.62852283770651	12.8499909741862	31	571	transcription factor activity, protein binding
GO:0003712	3.30227417994855e-05	2.67457180500659	11.7922859377821	29	524	transcription cofactor activity
GO:0000989	4.58503947360117e-05	2.55099389372483	12.7599735242794	30	567	transcription factor activity, transcription factor binding
GO:1901363	6.65091687550747e-05	1.54843390779762	130.81785907696	169	5813	heterocyclic compound binding
GO:0032182	6.65091687550747e-05	5.15151515151515	2.38546242252843	11	106	ubiquitin-like protein binding
GO:0044822	9.85230762461654e-05	1.97136289783564	26.4876346350563	48	1177	poly(A) RNA binding
GO:0097159	0.00010688165946166	1.51690687361419	132.528190625188	169	5889	organic cyclic compound binding
GO:0008266	0.000279330837484557	19.5027027027027	0.292556712196883	4	13	poly(U) RNA binding
GO:0003723	0.000367598478316522	1.74318153026958	35.4668752632529	57	1576	RNA binding
GO:0008187	0.000406612063074279	15.9547911547912	0.33756543715025	4	15	poly-pyrimidine tract binding
GO:0001071	0.000406612063074279	1.83479285727771	26.3751128226728	45	1172	nucleic acid binding transcription factor activity
GO:0003700	0.000406612063074279	1.83479285727771	26.3751128226728	45	1172	transcription factor activity, sequence-specific DNA binding
GO:0003727	0.000529908960452793	5.7188919164396	1.37276611107768	7	61	single-stranded RNA binding
GO:0003677	0.000561247322435035	1.56779661016949	55.1131837053974	79	2449	DNA binding
GO:0030628	0.000561247322435035	Inf	0.0450087249533666	2	2	pre-mRNA 3'-splice site binding
GO:0043130	0.000928419043879063	4.3618700667881	2.00288826042482	8	89	ubiquitin binding
GO:0003714	0.000971376885524428	2.93353206687571	4.7259161201035	13	210	transcription corepressor activity
