GOCCID	Pvalue	OddsRatio	ExpCount	Count	Size	Term
GO:0005622	6.46833814426661e-21	3.09350251586086	539.018298519228	636	13696	intracellular
GO:0044424	8.76014548040119e-20	2.78868923349139	525.558583413096	623	13354	intracellular part
GO:0043231	3.39805975802369e-19	2.18846163982816	413.74849389111	528	10513	intracellular membrane-bounded organelle
GO:0005634	5.5517221772713e-19	2.03487865504492	263.841900793874	381	6704	nucleus
GO:0044428	7.61965120723845e-19	2.15222633959002	150.024660773605	253	3812	nuclear part
GO:0043229	1.11257390868378e-17	2.19601691579525	453.812792072518	558	11531	intracellular organelle
GO:0043227	6.9700675696899e-17	2.16497565014313	460.227802488599	561	11694	membrane-bounded organelle
GO:0031981	3.95544195612978e-16	2.06346012350545	135.856539609256	227	3452	nuclear lumen
GO:0043226	4.2524626853187e-16	2.23708803835513	495.254546478239	588	12584	organelle
GO:0044446	2.47121892794814e-14	1.83183926902633	305.165587523225	406	7754	intracellular organelle part
GO:0044422	9.18370520146648e-14	1.80773120533869	313.430324869095	412	7964	organelle part
GO:0070013	1.98386388620224e-13	1.87906103524168	161.004954675975	247	4091	intracellular organelle lumen
GO:0005654	3.49280411207342e-13	1.98840523498058	112.243004335341	188	2852	nucleoplasm
GO:0043233	4.761885578327e-13	1.85518864626786	163.287596419121	248	4149	organelle lumen
GO:0031201	9.47595272107418e-13	14.0666299559471	1.96779460615956	18	50	SNARE complex
GO:0031974	1.01592186442366e-12	1.8343685719103	165.412814593773	249	4203	membrane-enclosed lumen
GO:0005829	2.63859236137337e-08	1.69031610302035	123.656213051067	183	3142	cytosol
GO:0044464	8.36309657875431e-08	2.31138140125566	620.721130566973	662	15772	cell part
GO:0005623	8.6154661484855e-08	2.32837635615413	622.216654467654	663	15810	cell
GO:0005737	1.02884943310735e-06	1.4980629024533	407.766398288385	471	10361	cytoplasm
GO:0005838	2.10726400434733e-06	15.1833463208282	0.826473734587016	8	21	proteasome regulatory particle
GO:0032991	3.83206221123359e-06	1.47821388532529	190.088958955014	246	4830	macromolecular complex
GO:0022624	6.26078292651532e-06	12.3342981186686	0.94454141095659	8	24	proteasome accessory complex
GO:0044445	1.82333515724343e-05	3.12093195266272	8.14666966950059	23	207	cytosolic part
GO:0032154	1.82333515724343e-05	7.06075057018453	1.77101514554361	10	45	cleavage furrow
GO:0097610	1.82333515724343e-05	7.06075057018453	1.77101514554361	10	45	cell surface furrow
GO:0005730	1.87808185636025e-05	1.94261602522639	32.7441022464951	59	832	nucleolus
GO:0043230	1.87808185636025e-05	1.52690837450216	109.370024210349	152	2779	extracellular organelle
GO:1903561	1.87808185636025e-05	1.52690837450216	109.370024210349	152	2779	extracellular vesicle
GO:0065010	2.10834227162175e-05	1.5223074346485	108.858397612747	151	2766	extracellular membrane-bounded organelle
GO:0070062	2.10834227162175e-05	1.5223074346485	108.858397612747	151	2766	extracellular exosome
