GOCCID	Pvalue	OddsRatio	ExpCount	Count	Size	Term
GO:0045095	2.03018178998367e-17	18.8650867410161	1.51849558020382	21	93	keratin filament
GO:0005882	6.10699714821982e-16	10.2046815459989	3.15128652665953	26	193	intermediate filament
GO:0045111	2.02862970812269e-15	8.49741442994336	4.00033781881651	28	245	intermediate filament cytoskeleton
GO:0001533	2.45559856998922e-05	11.0559028721573	0.75108383536963	7	46	cornified envelope
GO:0043226	2.75661715758864e-05	1.85575290613716	205.470412701987	237	12584	organelle
GO:0044424	3.74900917751976e-05	1.91253741565398	218.042902989697	247	13354	intracellular part
GO:0005622	5.05146599249629e-05	1.9271791057585	223.627048026575	251	13696	intracellular
GO:0005634	0.000123101727650258	1.57280749207219	109.462305050391	141	6704	nucleus
GO:0043229	0.000123101727650258	1.64810886197786	188.277124035809	218	11531	intracellular organelle
GO:0044430	0.000198212635466197	1.95527578257022	22.8264174314509	41	1398	cytoskeletal part
GO:0005856	0.000619938216475017	1.73185412224591	31.4475536287371	50	1926	cytoskeleton
