GOBPID	Pvalue	OddsRatio	ExpCount	Count	Size	Term
GO:0009889	4.67733644641472e-07	2.07955279165392	64.656023222061	105	4144	regulation of biosynthetic process
GO:0031326	4.67733644641472e-07	2.07566007566008	63.9695210449927	104	4100	regulation of cellular biosynthetic process
GO:0006351	4.67733644641472e-07	2.09944478267431	56.6676342525399	95	3632	transcription, DNA-templated
GO:0006355	4.67733644641472e-07	2.10543589452148	54.3584905660377	92	3484	regulation of transcription, DNA-templated
GO:0097659	4.67733644641472e-07	2.0873659000689	56.9172714078374	95	3648	nucleic acid-templated transcription
GO:1903506	4.67733644641472e-07	2.08984590177827	54.6705370101596	92	3504	regulation of nucleic acid-templated transcription
GO:0034654	4.67733644641472e-07	2.03630212905003	64.8744557329463	104	4158	nucleobase-containing compound biosynthetic process
GO:2001141	5.06984594719492e-07	2.07443761058219	54.9825834542816	92	3524	regulation of RNA biosynthetic process
GO:0019219	5.06984594719492e-07	2.03337486650053	61.083091436865	99	3915	regulation of nucleobase-containing compound metabolic process
GO:0010556	5.06984594719492e-07	2.0305936975205	61.1455007256894	99	3919	regulation of macromolecule biosynthetic process
GO:2000112	5.06984594719492e-07	2.03670880998068	59.4916545718432	97	3813	regulation of cellular macromolecule biosynthetic process
GO:0032774	5.49287336295292e-07	2.03222978080121	58.8363570391872	96	3771	RNA biosynthetic process
GO:0018130	5.89949278409193e-07	1.99221598590684	65.9198113207547	104	4225	heterocycle biosynthetic process
GO:0019438	5.89949278409193e-07	1.98898338694752	65.9978229317852	104	4230	aromatic compound biosynthetic process
GO:0051171	7.61889605882709e-07	1.9757068508035	65.5297532656023	103	4200	regulation of nitrogen compound metabolic process
GO:0051252	1.00581840690006e-06	2.00218499387177	56.4960087082729	92	3621	regulation of RNA metabolic process
GO:1901362	1.0823020240651e-06	1.94471382523806	67.8857039187228	105	4351	organic cyclic compound biosynthetic process
GO:0080090	2.11603509731775e-06	1.86475881811003	88.8552249637155	127	5695	regulation of primary metabolic process
GO:0044271	2.18347836393365e-06	1.88973031791313	73.4089259796807	110	4705	cellular nitrogen compound biosynthetic process
GO:0034645	5.11323036548365e-06	1.84412063903082	74.6727140783745	110	4786	cellular macromolecule biosynthetic process
GO:0044260	5.16141137307651e-06	1.82729324306385	127.689404934688	165	8184	cellular macromolecule metabolic process
GO:0043170	5.2137029027623e-06	1.84606382668593	138.142960812772	175	8854	macromolecule metabolic process
GO:0010468	5.77651548335606e-06	1.86335671715918	64.3595791001451	98	4125	regulation of gene expression
GO:0009059	6.39975275842576e-06	1.81929611512751	77.0754716981132	112	4940	macromolecule biosynthetic process
GO:0060255	7.64138083805544e-06	1.79018913006627	88.4807692307692	124	5671	regulation of macromolecule metabolic process
GO:0010467	1.1161658338372e-05	1.77830553742963	80.8824383164006	115	5184	gene expression
GO:0042992	1.1161658338372e-05	12.241520404867	0.686502177068215	7	44	negative regulation of transcription factor import into nucleus
GO:0031323	1.1161658338372e-05	1.76504291138029	90.1970246734398	125	5781	regulation of cellular metabolic process
GO:0090304	1.48706354455389e-05	1.77047242546931	76.8102322206096	110	4923	nucleic acid metabolic process
