GOCCID	Pvalue	OddsRatio	ExpCount	Count	Size	Term
GO:0005829	3.66338485738059e-13	3.33742596196185	34.6732729013006	81	3142	cytosol
GO:0044444	1.43008659271229e-11	2.89709435011325	85.436180395248	135	7742	cytoplasmic part
GO:0005737	1.43008659271229e-11	3.32147058823529	114.33793142278	161	10361	cytoplasm
GO:0005622	4.61087932639455e-08	3.89692171081841	151.141039355892	182	13696	intracellular
GO:0044424	6.22376101359617e-08	3.5084719276705	147.366927537864	179	13354	intracellular part
GO:0071817	7.01171919985627e-07	365.916666666667	0.0551770733629863	4	5	MMXD complex
GO:0043228	9.48728534052879e-07	2.25951976715984	40.4227239457238	72	3663	non-membrane-bounded organelle
GO:0043232	9.48728534052879e-07	2.25951976715984	40.4227239457238	72	3663	intracellular non-membrane-bounded organelle
GO:0043234	7.31469142239281e-06	2.08327228327228	46.0287145994032	76	4171	protein complex
GO:0097361	3.03303760484539e-05	273.015544041451	0.0441416586903891	3	4	CIA complex
GO:0032991	3.03303760484539e-05	1.94171137616577	53.3010528686448	82	4830	macromolecular complex
GO:0044428	3.03303760484539e-05	2.00630257846142	42.0670007319408	69	3812	nuclear part
GO:0044446	3.64231690162861e-05	1.88454438334643	85.5686053713192	116	7754	intracellular organelle part
GO:0015630	3.91736325307753e-05	2.74337309476475	11.4106187714656	28	1034	microtubule cytoskeleton
GO:0044422	3.91736325307753e-05	1.87396158094603	87.8860424525646	118	7964	organelle part
GO:0005856	3.95707269095019e-05	2.26997683844818	21.2542086594223	42	1926	cytoskeleton
GO:0065010	3.95707269095019e-05	2.08271531845943	30.523956984404	54	2766	extracellular membrane-bounded organelle
GO:0070062	3.95707269095019e-05	2.08271531845943	30.523956984404	54	2766	extracellular exosome
GO:0043230	4.08272031203881e-05	2.07096524098721	30.6674173751478	54	2779	extracellular organelle
GO:1903561	4.08272031203881e-05	2.07096524098721	30.6674173751478	54	2779	extracellular vesicle
GO:0031981	4.24432426174682e-05	1.98139491543849	38.0942514498058	63	3452	nuclear lumen
GO:1990391	4.74906471627057e-05	18.3664921465969	0.331062440177918	5	30	DNA repair complex
GO:0043226	5.37352803402406e-05	2.12303743961353	138.869658239964	164	12584	organelle
GO:0044430	6.19602014229791e-05	2.40275062360952	15.427509712291	33	1398	cytoskeletal part
GO:0005819	0.000149138053853694	4.24133703824779	3.06784527898204	12	278	spindle
GO:0031982	0.000151119349810297	1.86675549633578	39.9261302854569	63	3618	vesicle
GO:0005813	0.000174624302058893	3.30531400966184	5.2528573841563	16	476	centrosome
GO:0031988	0.000184894994757292	1.85803690768766	38.5908451100726	61	3497	membrane-bounded vesicle
GO:0000439	0.000215375610965093	45.4896373056995	0.0993187320533754	3	9	core TFIIH complex
GO:0016591	0.000222558605146209	7.03421900161031	1.09250605258713	7	99	DNA-directed RNA polymerase II, holoenzyme
GO:0043227	0.000223399573846128	1.85722489889434	129.048139181352	153	11694	membrane-bounded organelle
GO:0032807	0.000223399573846128	Inf	0.0220708293451945	2	2	DNA ligase IV complex
GO:0005815	0.000245933764299338	2.91968585186884	6.68746129159394	18	606	microtubule organizing center
GO:0072546	0.000259978035608193	38.9888971132494	0.110354146725973	3	10	ER membrane protein complex
GO:0043229	0.000259978035608193	1.82373559851591	127.249366589719	151	11531	intracellular organelle
GO:0043233	0.000330955257671466	1.75529894633668	45.785935476606	68	4149	organelle lumen
GO:0005654	0.000365191427795014	1.85392901549939	31.4730026462474	51	2852	nucleoplasm
GO:0070013	0.000367715168452518	1.7477441552237	45.1458814255954	67	4091	intracellular organelle lumen
GO:0005675	0.000409305521474012	30.3212435233161	0.132424976071167	3	12	holo TFIIH complex
GO:0031974	0.000442290845104802	1.72543833131802	46.3818478689263	68	4203	membrane-enclosed lumen
GO:0000109	0.000502034372604677	27.2875647668394	0.143460390743764	3	13	nucleotide-excision repair complex
GO:0061695	0.000514984067885312	4.01673155357805	2.67057035076854	10	242	transferase complex, transferring phosphorus-containing groups
