GOBPID	Pvalue	OddsRatio	ExpCount	Count	Size	Term
GO:0000209	6.66555192815928e-09	5.62449734031295	5.17948717948718	25	212	protein polyubiquitination
GO:0070936	8.79280097928474e-07	11.8544261416901	1.19714562167392	11	49	protein K48-linked ubiquitination
GO:0032446	1.36537375700058e-06	2.61585151525034	20.0338655055636	47	820	protein modification by small protein conjugation
GO:0070647	1.46465788866304e-06	2.48016997167139	22.9412191582003	51	939	protein modification by small protein conjugation or removal
GO:0016567	3.50018052888243e-06	2.62033536880876	17.7373004354136	42	726	protein ubiquitination
GO:0044260	6.52173594079576e-06	1.65949387157754	199.947750362845	249	8184	cellular macromolecule metabolic process
GO:0042787	3.62237275396697e-05	4.42344150003459	4.03120464441219	16	165	protein ubiquitination involved in ubiquitin-dependent protein catabolic process
GO:0044265	4.1205663457315e-05	2.21506499535747	22.2082728592163	45	909	cellular macromolecule catabolic process
GO:0019941	4.1205663457315e-05	2.59811567979035	13.4129172714078	32	549	modification-dependent protein catabolic process
GO:0051603	4.1205663457315e-05	2.51338051584097	14.7322206095791	34	603	proteolysis involved in cellular protein catabolic process
GO:0016070	4.1205663457315e-05	1.60730427488363	108.720367682632	149	4450	RNA metabolic process
GO:0044257	4.1205663457315e-05	2.46390407047883	15.4651669085631	35	633	cellular protein catabolic process
GO:0046483	4.1205663457315e-05	1.57291303421089	138.575713594582	181	5672	heterocycle metabolic process
GO:0043632	4.34530283192985e-05	2.55721454173067	13.6083696178036	32	557	modification-dependent macromolecule catabolic process
GO:0006139	4.34530283192985e-05	1.56925685147254	134.251330430576	176	5495	nucleobase-containing compound metabolic process
GO:0006511	6.03330133305725e-05	2.53550184316354	13.266328011611	31	543	ubiquitin-dependent protein catabolic process
GO:0006725	6.05727597764611e-05	1.5499533146592	138.966618287373	180	5688	cellular aromatic compound metabolic process
GO:0044804	6.9462320229901e-05	14.2905704995566	0.56192549588776	6	23	nucleophagy
GO:0090304	8.84960276943099e-05	1.54861460957179	120.27648766328	159	4923	nucleic acid metabolic process
GO:0045661	9.47177787626295e-05	7.92855383099286	1.19714562167392	8	49	regulation of myoblast differentiation
GO:0044237	9.47177787626295e-05	1.5591370106532	245.683599419448	285	10056	cellular metabolic process
GO:0043170	0.000131295695317219	1.51567617862105	216.316884373488	256	8854	macromolecule metabolic process
GO:1901360	0.000134897496670787	1.50769879555249	144.194968553459	183	5902	organic cyclic compound metabolic process
GO:0009057	0.000137631336737926	1.9529951811233	27.8030962747944	50	1138	macromolecule catabolic process
GO:0034641	0.000177708243462729	1.49022568488276	153.674407353653	192	6290	cellular nitrogen compound metabolic process
GO:0006995	0.000177708243462729	15.5378831694621	0.439767779390421	5	18	cellular response to nitrogen starvation
GO:0043562	0.000177708243462729	15.5378831694621	0.439767779390421	5	18	cellular response to nitrogen levels
