GOCCID	Pvalue	OddsRatio	ExpCount	Count	Size	Term
GO:0044424	1.09061939897123e-41	5.6780056868245	539.092280840043	676	13354	intracellular part
GO:0005622	1.09061939897123e-41	6.42271469692312	552.898598051911	684	13696	intracellular
GO:0043228	1.59525290360725e-37	2.89115597527546	147.872923821857	298	3663	non-membrane-bounded organelle
GO:0043232	1.59525290360725e-37	2.89115597527546	147.872923821857	298	3663	intracellular non-membrane-bounded organelle
GO:0005634	1.75180249164412e-34	2.60332975295381	270.636112831485	432	6704	nucleus
GO:0043229	9.42250943466293e-28	2.78006676422169	465.498958391982	597	11531	intracellular organelle
GO:0044430	5.03849559596032e-26	3.19470334135139	56.4363493046563	145	1398	cytoskeletal part
GO:0005856	3.3698737762487e-24	2.77396626791047	77.7513653510501	173	1926	cytoskeleton
GO:0044428	1.47246162734596e-23	2.31706796615686	153.887956759191	271	3812	nuclear part
GO:0031981	3.48327185436209e-23	2.34454838709677	139.354991273014	252	3452	nuclear lumen
GO:0043226	2.78932841966187e-22	2.64909161817068	508.007882439052	618	12584	organelle
GO:0044422	1.6084706134364e-21	2.11125509693323	321.501492033106	448	7964	organelle part
GO:0044446	2.17849565741082e-21	2.10026259238679	313.023928832836	439	7754	intracellular organelle part
GO:0005654	9.87854225658989e-18	2.1936061225969	115.133382129385	206	2852	nucleoplasm
GO:0015630	1.29840951868876e-17	2.93963409286253	41.7419064241878	104	1034	microtubule cytoskeleton
GO:0005815	4.92444819719558e-17	3.57197815690081	24.4638252350656	74	606	microtubule organizing center
GO:0005813	7.28348025646784e-17	3.95652626414309	19.2158099206126	64	476	centrosome
GO:0044464	7.85447012591547e-17	4.55188391376451	636.705365688869	697	15772	cell part
GO:0070013	1.0701359028974e-16	1.99999079354996	165.151005010979	263	4091	intracellular organelle lumen
GO:0043233	1.68878027521189e-16	1.98647958951177	167.492427228197	265	4149	organelle lumen
GO:0005623	2.55509593196119e-16	4.45281214848144	638.239400934632	697	15810	cell
