GOCCID	Pvalue	OddsRatio	ExpCount	Count	Size	Term
GO:0005576	5.39605523833707e-05	2.72123971797885	22.2068577219751	42	4482	extracellular region
GO:0044421	0.000130075204421137	2.60025254616213	18.5899442598953	36	3752	extracellular region part
GO:0031982	0.000381500513914464	2.35782426778243	17.9260176791847	33	3618	vesicle
GO:0031988	0.000381500513914464	2.34310451453309	17.3265018861551	32	3497	membrane-bounded vesicle
GO:0005615	0.000381500513914464	2.99817882043601	6.55999099149823	17	1324	extracellular space
GO:0044432	0.000381500513914464	3.1947437278744	5.36591408141433	15	1083	endoplasmic reticulum part
GO:0065010	0.000381500513914464	2.41333740326432	13.7046337480998	27	2766	extracellular membrane-bounded organelle
GO:0070062	0.000381500513914464	2.41333740326432	13.7046337480998	27	2766	extracellular exosome
GO:0043230	0.000381500513914464	2.39984631147541	13.7690445357806	27	2779	extracellular organelle
GO:1903561	0.000381500513914464	2.39984631147541	13.7690445357806	27	2779	extracellular vesicle
GO:0005788	0.000465959792528686	6.84205034563715	0.956252463262204	6	193	endoplasmic reticulum lumen
GO:0005783	0.000640560286892637	2.67289306438243	7.77388660548393	18	1569	endoplasmic reticulum
GO:0005581	0.000996761756348009	9.85322128851541	0.440966161815213	4	89	collagen trimer
